Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	category	confidence
156	Spectrogram 1	1	170.196219482	170.486266846	159.496	500.278	w	0.27507153
157	Spectrogram 1	1	172.300013916	172.884989258	157.880	546.471	w	0.8901213
158	Spectrogram 1	1	171.726071777	172.220346313	155.378	329.638	w	0.2557282
159	Spectrogram 1	1	174.151786255	174.705459900	168.034	527.244	w	0.8482347
160	Spectrogram 1	1	174.640635986	176.371636230	158.222	978.178	m	0.6959029
161	Spectrogram 1	1	178.511055908	180.025254639	123.951	999.436	m	0.8741402
162	Spectrogram 1	1	177.027968323	177.542266113	168.383	549.952	w	0.8586702
163	Spectrogram 1	1	177.728359070	178.423048584	175.931	506.751	w	0.3192953
164	Spectrogram 1	1	180.000000000	182.117093994	137.199	976.372	m	0.8386218
165	Spectrogram 1	1	181.460468262	181.920298340	161.621	551.596	w	0.3430685
166	Spectrogram 1	1	188.051461182	188.735239990	167.969	555.922	w	0.829254
167	Spectrogram 1	1	186.433488342	186.796692078	251.108	582.308	w	0.2526267
168	Spectrogram 1	1	190.583520508	191.297938721	33.905	253.094	lt	0.5903051
169	Spectrogram 1	1	192.000000000	197.119884010	141.924	975.983	m	0.83532435
170	Spectrogram 1	1	194.276144043	194.893720109	51.617	264.264	lt	0.7561039
171	Spectrogram 1	1	195.004309799	195.422121948	164.681	479.401	w	0.5864458
172	Spectrogram 1	1	197.007989990	197.421794189	156.759	483.503	w	0.5334877
173	Spectrogram 1	1	200.037627930	200.459647461	147.993	426.574	w	0.82316047
174	Spectrogram 1	1	198.670306641	199.503446533	172.149	422.503	w	0.36881366
175	Spectrogram 1	1	199.101880981	199.496379517	166.077	391.743	w	0.27642485
176	Spectrogram 1	1	201.235251129	202.239605835	158.867	483.989	w	0.7256452
177	Spectrogram 1	1	204.097587555	204.886115601	154.007	452.786	w	0.88224614
178	Spectrogram 1	1	205.140628174	205.990711670	168.210	456.955	w	0.8758248
179	Spectrogram 1	1	206.020311768	206.432878174	40.106	435.770	lt	0.8507468
180	Spectrogram 1	1	208.087641846	208.798544678	143.476	453.438	w	0.91822815
181	Spectrogram 1	1	207.030206284	207.522659180	174.142	470.079	w	0.5528564
182	Spectrogram 1	1	211.475948975	212.047596680	169.888	455.015	w	0.8725307
183	Spectrogram 1	1	212.513483887	213.016843262	161.973	354.492	w	0.5568119
184	Spectrogram 1	1	210.754669434	211.372221680	167.585	353.922	w	0.5223959
185	Spectrogram 1	1	213.508094360	213.829245728	149.910	429.549	w	0.8122358
186	Spectrogram 1	1	214.070713623	214.520671631	190.762	437.598	w	0.57058233
187	Spectrogram 1	1	215.377409668	215.731347168	180.069	472.969	w	0.47763696
188	Spectrogram 1	1	214.822881226	215.646193221	159.109	300.300	w	0.45258087
189	Spectrogram 1	1	213.000000000	213.458570251	153.225	328.211	w	0.42541176
190	Spectrogram 1	1	215.619864014	216.183943936	182.752	612.613	w	0.3452663
191	Spectrogram 1	1	214.108205322	214.468844727	172.282	652.187	w	0.32799172
192	Spectrogram 1	1	217.599706299	218.212586426	177.828	433.447	w	0.68991464
193	Spectrogram 1	1	219.613466797	220.077165039	167.039	422.253	w	0.79363155
194	Spectrogram 1	1	219.000000000	219.511629089	143.624	347.660	w	0.77385557
195	Spectrogram 1	1	223.755668823	224.383038616	161.444	333.333	w	0.6694243
196	Spectrogram 1	1	224.408369141	224.875023312	167.708	423.423	w	0.6129873
197	Spectrogram 1	1	226.609374268	227.118387451	157.942	440.608	w	0.73034394
198	Spectrogram 1	1	227.167201660	227.648461426	174.070	407.247	w	0.6551389
199	Spectrogram 1	1	225.740113558	226.529577374	147.924	369.369	w	0.5986738
200	Spectrogram 1	1	230.495234863	231.023205566	152.459	421.104	w	0.772972
201	Spectrogram 1	1	228.886527317	229.351175537	167.196	423.423	w	0.55352557
202	Spectrogram 1	1	231.013198242	231.668883423	161.635	438.936	w	0.84235346
203	Spectrogram 1	1	233.691890625	234.016227539	163.246	431.536	w	0.7846968
204	Spectrogram 1	1	232.673665332	233.291378906	164.819	396.396	w	0.5991595
205	Spectrogram 1	1	234.930981689	237.020762939	129.957	1000.000	m	0.8397735
206	Spectrogram 1	1	237.038536377	240.043035645	128.152	970.898	m	0.7270334
207	Spectrogram 1	1	239.556986985	240.475141174	144.716	423.423	w	0.80754125
208	Spectrogram 1	1	242.109233887	242.998976074	159.341	455.438	w	0.785717
209	Spectrogram 1	1	244.533927979	245.413408936	163.494	399.737	w	0.8199716
210	Spectrogram 1	1	243.431657349	244.034884766	137.833	330.737	w	0.7522553
211	Spectrogram 1	1	245.776701373	249.053540527	138.391	963.964	m	0.83239055
212	Spectrogram 1	1	249.000000000	251.990310547	148.185	907.829	m	0.7003882
213	Spectrogram 1	1	251.172756104	251.655900146	158.933	430.878	w	0.296706
214	Spectrogram 1	1	254.144844238	254.679904785	157.226	431.931	w	0.8097273
215	Spectrogram 1	1	254.785655273	255.119946510	110.732	825.826	w	0.26667422
216	Spectrogram 1	1	256.247852051	256.836046875	152.313	395.052	w	0.8349198
217	Spectrogram 1	1	257.278361328	257.958358398	159.474	473.220	w	0.6822687
218	Spectrogram 1	1	255.000000000	255.445742798	149.081	378.122	w	0.34245342
219	Spectrogram 1	1	258.372919189	258.953790405	150.706	424.473	w	0.88414234
220	Spectrogram 1	1	259.618836426	260.417363129	168.168	486.897	w	0.6726218
221	Spectrogram 1	1	260.465762207	260.937989746	216.044	451.169	w	0.27602988
222	Spectrogram 1	1	261.120689758	261.759768250	154.706	469.703	w	0.806437
223	Spectrogram 1	1	262.373022705	263.022944092	154.626	293.338	w	0.44653338
224	Spectrogram 1	1	262.394693115	263.033663086	159.479	530.551	w	0.2728811
225	Spectrogram 1	1	265.233827637	265.823126465	152.807	466.422	w	0.92574286
226	Spectrogram 1	1	264.374157867	264.852981812	139.422	470.082	w	0.60716355
227	Spectrogram 1	1	264.385013794	265.041798096	145.856	329.815	w	0.4481951
228	Spectrogram 1	1	266.797519043	267.021127441	179.268	509.879	w	0.2858665
229	Spectrogram 1	1	267.898292419	268.446034180	150.702	439.622	w	0.84043765
230	Spectrogram 1	1	267.070077911	267.894539551	147.050	342.775	w	0.41716942
231	Spectrogram 1	1	267.279393311	268.457070801	142.289	417.740	w	0.32970494
232	Spectrogram 1	1	270.788892395	271.353159424	153.465	433.198	w	0.8691567
233	Spectrogram 1	1	270.000000000	270.571979858	147.972	434.434	w	0.7509318
234	Spectrogram 1	1	271.551187500	272.170222412	172.489	476.430	w	0.71190685
235	Spectrogram 1	1	273.548527588	274.038603027	168.770	406.888	w	0.64070743
236	Spectrogram 1	1	275.626429199	275.992816895	169.546	453.948	w	0.5568927
237	Spectrogram 1	1	274.407975586	275.169700195	157.057	408.261	w	0.54012096
238	Spectrogram 1	1	276.000000000	276.540704468	148.943	448.974	w	0.7888341
239	Spectrogram 1	1	277.143750488	278.022205078	147.953	433.953	w	0.48109484
240	Spectrogram 1	1	278.538755578	278.999124023	148.934	429.429	w	0.375189
241	Spectrogram 1	1	281.041718994	281.672183838	158.900	444.013	w	0.8545763
242	Spectrogram 1	1	279.890333496	280.467259766	154.054	396.643	w	0.61233324
243	Spectrogram 1	1	286.733175537	287.503920166	158.185	456.349	w	0.7976781
244	Spectrogram 1	1	285.041404053	285.759052551	140.883	420.388	w	0.70025945
245	Spectrogram 1	1	287.522657227	287.962433594	158.409	354.494	w	0.29720342
246	Spectrogram 1	1	289.996962280	291.030476074	146.524	842.331	m	0.8263067
247	Spectrogram 1	1	289.219604248	289.810736084	152.330	417.923	w	0.7224775
248	Spectrogram 1	1	288.928121338	289.269694824	120.436	966.104	lt	0.5847237
249	Spectrogram 1	1	291.044519531	294.074410156	129.788	928.024	m	0.69698644
250	Spectrogram 1	1	294.188307556	294.756385925	157.357	482.539	w	0.8283339
251	Spectrogram 1	1	295.137414307	295.873861084	162.655	385.846	w	0.48586842
252	Spectrogram 1	1	299.101444336	299.878618164	169.678	492.233	w	0.8948544
253	Spectrogram 1	1	297.000000000	297.771125000	171.682	528.238	w	0.6880392
254	Spectrogram 1	1	297.783224365	298.634171631	161.762	454.146	w	0.5184506
256	Spectrogram 1	1	301.798028564	302.551933838	175.566	573.725	w	0.9039277
257	Spectrogram 1	1	304.463773682	305.110160889	196.203	562.327	w	0.80428946
258	Spectrogram 1	1	303.044909241	303.802153442	157.072	335.384	w	0.7646504
259	Spectrogram 1	1	304.913936928	305.382790771	180.705	426.426	w	0.59689283
260	Spectrogram 1	1	305.375676270	305.871488281	160.272	487.375	w	0.36714387
261	Spectrogram 1	1	308.002292969	308.602975098	163.628	541.310	w	0.92544127
262	Spectrogram 1	1	306.104505157	307.083560059	183.535	583.970	w	0.8781139
263	Spectrogram 1	1	307.357498535	307.782510254	160.553	380.214	w	0.42276525
264	Spectrogram 1	1	309.940629517	310.604100708	208.103	590.129	w	0.8937797
265	Spectrogram 1	1	309.000000000	309.670944702	159.674	485.787	w	0.8735822
266	Spectrogram 1	1	310.717749268	311.110831299	94.079	935.139	lt	0.80667657
267	Spectrogram 1	1	311.491110107	312.289243278	159.265	567.568	w	0.3847679
269	Spectrogram 1	1	312.401167725	315.043077148	128.997	985.391	m	0.8736601
270	Spectrogram 1	1	315.000000000	317.003539063	131.613	970.870	m	0.65927386
271	Spectrogram 1	1	318.716951538	319.367075562	166.217	485.072	w	0.9089125
272	Spectrogram 1	1	320.100050781	320.706487305	140.137	912.970	m	0.7358797
273	Spectrogram 1	1	319.421977661	319.744385864	160.158	329.355	w	0.36678618
274	Spectrogram 1	1	319.824881348	320.285837402	143.610	356.824	w	0.34632665
275	Spectrogram 1	1	318.036968033	318.463526978	165.141	447.346	w	0.30813107
276	Spectrogram 1	1	323.686829102	324.015408203	172.851	509.790	w	0.8489402
277	Spectrogram 1	1	322.014979980	322.762647461	189.806	518.863	w	0.6852399
278	Spectrogram 1	1	321.295121735	321.800036255	167.376	467.976	w	0.67095244
279	Spectrogram 1	1	322.708771729	323.218251953	153.000	368.216	w	0.53152806
280	Spectrogram 1	1	325.615368652	326.400762695	184.458	524.352	w	0.8827301
281	Spectrogram 1	1	324.000000000	324.447361328	174.836	476.601	w	0.82036436
282	Spectrogram 1	1	325.083665039	325.690103516	164.494	385.709	w	0.33011967
283	Spectrogram 1	1	327.058676270	330.148814453	133.418	967.695	m	0.8217922
284	Spectrogram 1	1	330.000000000	333.083203125	131.540	992.987	m	0.8429024
285	Spectrogram 1	1	333.000000000	336.241263184	132.132	992.703	m	0.760847
286	Spectrogram 1	1	333.511656006	333.994596436	139.333	427.421	w	0.31201124
287	Spectrogram 1	1	334.295505981	334.683917114	246.016	609.690	w	0.28655788
288	Spectrogram 1	1	336.000000000	339.028604492	153.662	973.871	m	0.68756855
289	Spectrogram 1	1	338.122590820	338.561223633	143.989	289.806	w	0.34748176
290	Spectrogram 1	1	340.833952637	341.235481934	227.146	560.172	w	0.8714818
291	Spectrogram 1	1	341.239284668	341.989667480	132.912	436.631	w	0.6217032
292	Spectrogram 1	1	340.216005149	340.864658447	135.790	381.381	w	0.43178728
293	Spectrogram 1	1	339.037166656	339.849877002	135.721	392.952	w	0.3325034
294	Spectrogram 1	1	344.475512207	345.017910645	124.114	486.568	w	0.86093193
295	Spectrogram 1	1	343.293406738	343.726215088	225.529	567.811	w	0.7478613
296	Spectrogram 1	1	342.780588196	343.546000732	161.479	416.138	w	0.43223658
297	Spectrogram 1	1	342.000000000	342.359634277	224.231	448.392	w	0.3973646
298	Spectrogram 1	1	345.512787354	346.300340332	151.312	334.257	w	0.37379342
299	Spectrogram 1	1	348.000000000	351.008442871	100.019	898.441	m	0.7360259
300	Spectrogram 1	1	349.508761230	350.181088135	10.397	237.858	lt	0.48320094
301	Spectrogram 1	1	351.000000000	353.999696045	130.245	792.163	m	0.818081
302	Spectrogram 1	1	356.385794434	356.991305176	146.680	468.166	w	0.53164583
303	Spectrogram 1	1	357.047541260	360.061921631	118.112	967.397	m	0.7736283
304	Spectrogram 1	1	360.000000000	361.976821655	143.188	972.538	m	0.82202667
305	Spectrogram 1	1	362.472760742	363.018604492	128.000	960.452	m	0.68849176
306	Spectrogram 1	1	360.000000000	361.009575684	139.237	911.217	m	0.68781066
307	Spectrogram 1	1	363.000000000	365.307746826	127.346	969.030	m	0.74895424
308	Spectrogram 1	1	366.000000000	367.387663452	136.236	969.218	m	0.67701674
309	Spectrogram 1	1	368.063591309	368.636778320	139.938	489.905	w	0.586292
310	Spectrogram 1	1	370.072787354	370.487523193	191.668	547.573	w	0.6952265
311	Spectrogram 1	1	369.071862183	369.849136353	139.336	446.922	w	0.63675493
312	Spectrogram 1	1	371.143646484	371.566538086	147.537	501.046	w	0.313969
313	Spectrogram 1	1	373.021762451	373.823991699	151.686	455.080	w	0.5718271
314	Spectrogram 1	1	374.221838379	374.904498047	207.483	524.483	w	0.47833872
315	Spectrogram 1	1	377.325465820	378.013434082	177.875	549.094	w	0.7885215
316	Spectrogram 1	1	375.000000000	377.373300781	146.414	969.465	m	0.6914229
317	Spectrogram 1	1	379.130747559	379.867692871	172.805	533.903	w	0.5809767
318	Spectrogram 1	1	379.468616211	379.944352051	163.888	539.864	w	0.5774337
319	Spectrogram 1	1	379.050156250	379.464915527	175.018	528.843	w	0.5231216
320	Spectrogram 1	1	380.835965576	381.012826904	140.754	568.338	w	0.49513215
321	Spectrogram 1	1	379.659041504	380.173463867	179.501	533.046	w	0.3243539
322	Spectrogram 1	1	378.026989868	378.779473755	136.106	378.851	w	0.25877005
323	Spectrogram 1	1	381.000000000	381.428505310	168.905	522.418	w	0.8044527
324	Spectrogram 1	1	382.544294434	383.280997559	213.341	545.568	w	0.73814666
325	Spectrogram 1	1	381.015197083	381.786808594	159.553	481.533	w	0.47376135
326	Spectrogram 1	1	382.234984253	382.999628296	150.821	403.287	w	0.25390038
327	Spectrogram 1	1	385.486481934	386.128774170	210.560	577.028	w	0.869498
328	Spectrogram 1	1	384.000000000	384.549425171	144.932	320.527	w	0.7504017
329	Spectrogram 1	1	384.721927673	385.456427246	157.055	331.686	w	0.4534696
330	Spectrogram 1	1	384.583894653	384.992746948	169.623	532.609	w	0.43952933
331	Spectrogram 1	1	384.802671875	385.457534180	162.097	511.940	w	0.34955597
332	Spectrogram 1	1	388.974646606	389.733400391	140.534	492.374	w	0.9202721
333	Spectrogram 1	1	387.654801147	388.126104614	229.159	558.183	w	0.84561974
334	Spectrogram 1	1	387.000000000	387.399084595	149.328	525.356	w	0.58552384
335	Spectrogram 1	1	387.365036652	387.683436279	41.693	324.968	lt	0.4367464
336	Spectrogram 1	1	390.026375244	390.835047241	208.490	511.919	w	0.79845524
337	Spectrogram 1	1	392.773999023	393.017581543	201.130	494.072	w	0.6562632
338	Spectrogram 1	1	391.283758789	392.061970215	130.846	333.664	w	0.6231335
339	Spectrogram 1	1	391.253329102	392.074262695	157.563	474.328	w	0.4679386
340	Spectrogram 1	1	392.584021729	393.018266357	226.951	462.249	w	0.3110317
341	Spectrogram 1	1	395.466690430	396.020127930	163.011	546.605	w	0.88714004
342	Spectrogram 1	1	393.000000000	393.570430542	164.946	518.214	w	0.8366158
343	Spectrogram 1	1	394.116209961	394.777816162	151.876	492.831	w	0.50304574
344	Spectrogram 1	1	393.920491394	394.274408936	154.691	475.015	w	0.37898326
345	Spectrogram 1	1	394.325959229	395.044773926	210.978	481.620	w	0.33474967
346	Spectrogram 1	1	396.878190613	397.707978760	143.079	506.905	w	0.8152087
347	Spectrogram 1	1	398.358637695	398.983567383	149.268	341.137	w	0.5503478
