Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	category	confidence
29	Spectrogram 1	1	51.941338880	52.477575680	135.325	419.567	w	0.8491643
30	Spectrogram 1	1	50.443962736	50.972185440	178.432	489.736	w	0.6230065
31	Spectrogram 1	1	53.570232960	54.203488000	182.793	384.274	w	0.5094546
32	Spectrogram 1	1	57.786109920	58.481059520	188.521	442.058	w	0.6861073
33	Spectrogram 1	1	55.339713504	55.938864480	150.242	391.589	w	0.63026416
34	Spectrogram 1	1	56.394752160	56.556299040	109.592	628.978	lt	0.37438786
35	Spectrogram 1	1	60.000000000	60.367772768	133.527	398.352	w	0.52572215
36	Spectrogram 1	1	123.849121600	125.660364506	0.000	558.201	lt	0.50894594
38	Spectrogram 1	1	128.929973600	129.425830080	153.622	356.563	w	0.45682102
39	Spectrogram 1	1	132.142024000	132.601061600	169.763	354.577	w	0.47949207
40	Spectrogram 1	1	138.533134720	139.103929120	174.619	365.025	w	0.33569956
41	Spectrogram 1	1	140.501266960	140.735018928	0.000	260.016	lt	0.44498774
42	Spectrogram 1	1	147.152920480	147.648563040	151.905	362.686	w	0.5829091
43	Spectrogram 1	1	149.576410080	150.008000000	106.373	346.531	w	0.46185786
44	Spectrogram 1	1	151.908284000	152.289639680	160.463	341.501	w	0.5608707
45	Spectrogram 1	1	157.252049280	157.614307200	167.454	334.365	w	0.44568953
46	Spectrogram 1	1	163.620773920	163.991772000	123.196	343.571	w	0.83768886
47	Spectrogram 1	1	160.380387760	160.844619680	140.772	364.940	w	0.7528617
48	Spectrogram 1	1	168.421400320	168.857705120	116.133	355.541	w	0.8513692
49	Spectrogram 1	1	165.792574720	166.285759520	134.705	353.997	w	0.6855964
50	Spectrogram 1	1	171.959192160	172.598779520	119.852	413.390	w	0.61908096
51	Spectrogram 1	1	173.103958720	173.513464640	9.700	616.557	lt	0.35449514
52	Spectrogram 1	1	178.620474080	179.114394080	138.547	380.480	w	0.72391605
53	Spectrogram 1	1	175.316754768	175.802166278	150.595	389.114	w	0.6416261
54	Spectrogram 1	1	182.797773440	183.183936480	158.204	404.300	w	0.85684067
55	Spectrogram 1	1	180.082770752	180.689437984	136.952	451.419	w	0.75186104
56	Spectrogram 1	1	184.413943360	184.907632800	136.000	474.377	w	0.71225816
58	Spectrogram 1	1	187.801960000	188.276781280	195.767	444.444	lt	0.3433639
59	Spectrogram 1	1	192.298999040	192.815162080	147.434	462.271	w	0.85425884
60	Spectrogram 1	1	190.575969728	190.975079360	164.795	407.823	w	0.7854764
61	Spectrogram 1	1	194.120220800	194.455836000	159.554	395.224	w	0.6280067
62	Spectrogram 1	1	195.341928224	195.806890496	127.543	451.452	w	0.79210985
63	Spectrogram 1	1	197.108201600	197.539826720	148.752	407.197	w	0.7453874
64	Spectrogram 1	1	201.778152224	202.246387680	140.665	427.001	w	0.87397796
65	Spectrogram 1	1	203.705042240	204.416674880	136.169	442.502	w	0.5867241
66	Spectrogram 1	1	209.454384800	209.966816480	129.036	418.280	w	0.74277866
67	Spectrogram 1	1	206.835785448	207.244391040	105.724	423.280	w	0.6985064
68	Spectrogram 1	1	213.504310720	213.993936320	140.103	479.405	w	0.8942146
69	Spectrogram 1	1	212.059446080	212.433612000	164.849	426.623	w	0.8685341
70	Spectrogram 1	1	217.547764640	218.072436480	127.743	473.810	w	0.8913182
71	Spectrogram 1	1	215.606995488	216.221005760	190.148	405.291	w	0.70196617
72	Spectrogram 1	1	221.999153920	222.499657600	143.530	356.402	w	0.72232074
73	Spectrogram 1	1	220.000000000	220.381957024	140.177	417.606	w	0.70502025
74	Spectrogram 1	1	224.614332000	224.966851520	149.621	422.204	w	0.65220875
75	Spectrogram 1	1	227.159464320	227.706031680	139.941	389.953	w	0.74913883
76	Spectrogram 1	1	230.142156128	230.663249120	170.508	422.917	w	0.5763301
77	Spectrogram 1	1	230.679573120	230.944392480	161.376	518.488	m	0.45986938
79	Spectrogram 1	1	232.195861824	236.943936800	140.212	394.180	lt	0.43349847
80	Spectrogram 1	1	238.322583520	238.870428800	149.000	436.368	w	0.74533826
81	Spectrogram 1	1	236.908310784	237.308641920	237.378	415.442	w	0.53492004
82	Spectrogram 1	1	240.292793952	240.846966080	145.361	362.992	w	0.74600905
83	Spectrogram 1	1	243.117474080	243.687831040	154.945	378.207	w	0.54583234
84	Spectrogram 1	1	247.408447520	248.046042240	154.526	434.848	w	0.8793167
85	Spectrogram 1	1	245.814105440	246.151061520	151.576	426.959	w	0.39818248
86	Spectrogram 1	1	251.866662720	252.494147040	122.054	417.084	w	0.82709944
87	Spectrogram 1	1	250.000000000	250.417814144	145.856	366.452	w	0.7111509
88	Spectrogram 1	1	253.990740960	254.472370080	162.815	401.141	w	0.36033845
89	Spectrogram 1	1	256.357199200	256.906742720	126.978	435.715	w	0.89969003
90	Spectrogram 1	1	259.228752960	259.796190400	132.482	428.970	w	0.81097823
91	Spectrogram 1	1	258.106509760	258.513171840	144.688	404.887	w	0.46445155
92	Spectrogram 1	1	262.649310080	263.278608000	153.891	452.824	w	0.8054095
93	Spectrogram 1	1	264.498888000	264.984746560	158.941	359.023	w	0.53122884
94	Spectrogram 1	1	266.621926720	267.169409920	133.844	416.893	w	0.82427704
95	Spectrogram 1	1	268.853420480	269.450560960	192.508	409.234	w	0.7201154
96	Spectrogram 1	1	270.862887040	271.412719040	140.840	432.808	w	0.85304964
97	Spectrogram 1	1	272.701552800	273.237458080	177.790	426.944	w	0.8350678
98	Spectrogram 1	1	274.385380800	274.732807680	134.789	440.516	w	0.80124146
99	Spectrogram 1	1	277.597449600	278.160187040	130.235	449.390	w	0.9016974
100	Spectrogram 1	1	279.548717760	279.991866240	194.994	421.274	w	0.8604168
101	Spectrogram 1	1	275.966250880	276.446976640	202.121	377.900	w	0.62792355
102	Spectrogram 1	1	281.805568800	282.187391840	145.213	433.165	w	0.9013924
103	Spectrogram 1	1	283.436309600	283.866059520	202.888	405.335	w	0.5532343
104	Spectrogram 1	1	288.087240800	288.661077600	128.101	437.107	w	0.8933087
105	Spectrogram 1	1	286.094282960	286.608802000	199.513	449.897	w	0.8631548
106	Spectrogram 1	1	292.046974560	292.658236320	137.426	447.196	w	0.8387858
107	Spectrogram 1	1	294.474792000	294.960194400	227.852	433.819	w	0.6793233
108	Spectrogram 1	1	290.241368224	290.602845440	195.616	426.725	w	0.43783852
109	Spectrogram 1	1	298.017520000	298.554088320	128.312	440.292	w	0.84272784
110	Spectrogram 1	1	296.696032960	296.991516800	215.299	425.790	w	0.4475643
111	Spectrogram 1	1	299.350484800	299.713957440	231.169	425.050	w	0.32224286
112	Spectrogram 1	1	300.513549072	301.000573856	173.244	439.582	w	0.8367086
113	Spectrogram 1	1	302.172710400	302.810706080	139.041	485.566	w	0.8178812
114	Spectrogram 1	1	303.952137600	304.442723680	238.906	462.275	w	0.812765
115	Spectrogram 1	1	304.123051539	304.840477120	25.678	261.905	lt	0.32164913
116	Spectrogram 1	1	306.654035680	307.271533280	142.034	461.840	w	0.86845064
117	Spectrogram 1	1	308.333820320	308.967922880	196.986	447.189	w	0.72017574
118	Spectrogram 1	1	310.275526720	310.816988528	147.747	451.103	w	0.8886505
119	Spectrogram 1	1	314.367651200	314.928763680	153.413	441.230	w	0.88694775
120	Spectrogram 1	1	311.889631584	312.422358080	161.005	457.517	w	0.8777865
121	Spectrogram 1	1	317.861148960	318.385344160	154.190	440.090	w	0.8993654
122	Spectrogram 1	1	319.225215360	319.676004320	238.646	441.023	w	0.82634646
123	Spectrogram 1	1	321.096213600	321.590913760	148.692	445.035	w	0.8583867
125	Spectrogram 1	1	323.894569760	324.340417600	148.146	428.802	w	0.6858706
126	Spectrogram 1	1	327.756021280	328.129750720	170.511	428.626	w	0.9147181
127	Spectrogram 1	1	329.458402400	329.816109440	161.783	434.999	w	0.85511136
128	Spectrogram 1	1	333.704700800	334.210733920	231.430	420.873	w	0.5084259
129	Spectrogram 1	1	336.463961664	337.005902080	159.251	478.898	w	0.91176516
130	Spectrogram 1	1	342.735933600	343.019326720	164.529	432.108	w	0.8142713
131	Spectrogram 1	1	347.399494560	347.906826720	174.635	514.860	w	0.9311174
132	Spectrogram 1	1	345.656091840	345.911734080	148.763	435.984	w	0.52101445
133	Spectrogram 1	1	351.799295200	352.301418240	156.667	471.295	w	0.932083
134	Spectrogram 1	1	354.301716320	354.677718400	134.058	423.284	w	0.8205846
135	Spectrogram 1	1	350.000000000	350.279747712	137.670	388.266	w	0.4104627
136	Spectrogram 1	1	358.546974400	358.966788320	136.191	462.552	w	0.9162598
137	Spectrogram 1	1	356.360518800	356.841374240	160.469	456.505	w	0.78801537
138	Spectrogram 1	1	356.365554240	356.850734400	159.427	461.478	m	0.3986703
139	Spectrogram 1	1	361.422352000	361.868061040	133.875	450.856	w	0.86158735
140	Spectrogram 1	1	362.957084960	363.540625920	154.438	486.059	w	0.8517793
141	Spectrogram 1	1	361.983171200	362.772531520	60.293	336.882	lt	0.42845923
142	Spectrogram 1	1	367.182452160	367.653696320	169.815	477.229	w	0.9435947
143	Spectrogram 1	1	369.364541440	369.699725120	142.188	354.656	w	0.68986684
144	Spectrogram 1	1	364.845051189	365.334765632	139.724	481.481	w	0.5243293
145	Spectrogram 1	1	373.344615200	373.780179680	167.725	501.254	w	0.903098
146	Spectrogram 1	1	371.191119520	371.601409056	155.050	365.554	w	0.7174165
147	Spectrogram 1	1	377.517239680	378.067849600	169.531	478.588	w	0.87899816
148	Spectrogram 1	1	375.237449824	375.781694146	127.882	330.688	w	0.44733956
149	Spectrogram 1	1	381.555185280	382.107841120	145.266	479.919	w	0.9261708
150	Spectrogram 1	1	383.374854240	383.847915200	140.422	312.904	w	0.7459715
151	Spectrogram 1	1	380.000000000	380.352014496	139.687	313.436	w	0.45494673
152	Spectrogram 1	1	385.294786768	385.821616096	143.597	484.866	w	0.90942746
153	Spectrogram 1	1	388.152970240	388.627294400	126.447	327.305	w	0.70136607
154	Spectrogram 1	1	389.678638720	390.008000000	170.928	473.145	w	0.6358719
155	Spectrogram 1	1	392.633205600	393.244940800	154.454	540.038	w	0.93374383
156	Spectrogram 1	1	390.410348881	391.229123840	36.955	531.746	lt	0.7805439
157	Spectrogram 1	1	390.000000000	390.259141792	159.057	463.270	w	0.7025074
158	Spectrogram 1	1	394.526075326	395.008000000	72.911	365.079	lt	0.31401584
159	Spectrogram 1	1	397.310160960	398.084438720	166.844	494.148	w	0.84506935
160	Spectrogram 1	1	395.272334655	396.110855360	30.629	537.037	lt	0.5204023
161	Spectrogram 1	1	402.708433600	403.241189440	181.099	509.768	w	0.91241527
162	Spectrogram 1	1	400.932790288	401.411246560	139.474	327.858	w	0.7286156
163	Spectrogram 1	1	406.765315840	407.273408640	177.426	494.333	w	0.93644285
164	Spectrogram 1	1	409.203896480	409.583820320	131.283	317.373	w	0.76092523
165	Spectrogram 1	1	404.770456507	405.240206024	117.005	306.878	w	0.6390544
166	Spectrogram 1	1	411.880971920	412.606071040	151.681	479.823	w	0.83472514
167	Spectrogram 1	1	414.636987200	415.070807136	141.185	346.561	w	0.61254174
168	Spectrogram 1	1	417.739266080	418.273342400	155.819	507.876	w	0.9393414
169	Spectrogram 1	1	422.010721680	422.573078080	164.516	549.465	w	0.8986133
170	Spectrogram 1	1	424.176410080	424.669310400	137.593	347.705	w	0.7241904
171	Spectrogram 1	1	426.412052480	427.041512480	164.926	507.358	w	0.89222753
172	Spectrogram 1	1	428.661741440	429.548637760	52.322	310.421	lt	0.58059937
173	Spectrogram 1	1	432.247439040	432.850800320	167.197	468.944	w	0.8494903
174	Spectrogram 1	1	436.586688720	437.068787360	168.622	485.523	w	0.90472263
175	Spectrogram 1	1	436.254051200	436.501075840	206.870	425.755	w	0.28767148
176	Spectrogram 1	1	439.871189016	440.305417760	172.630	484.127	w	0.8498457
177	Spectrogram 1	1	440.221973632	441.101421600	64.956	338.828	lt	0.678874
178	Spectrogram 1	1	441.267518307	444.010021339	9.244	391.534	lt	0.42858055
179	Spectrogram 1	1	448.981406400	450.008000000	32.967	617.035	lt	0.8216253
180	Spectrogram 1	1	445.492011360	445.993115968	181.960	508.981	w	0.6707429
181	Spectrogram 1	1	444.672326493	447.246921175	30.473	351.852	lt	0.29616776
182	Spectrogram 1	1	451.439932864	451.987739200	168.675	494.391	w	0.8508601
183	Spectrogram 1	1	450.000000000	450.483672176	31.741	592.593	lt	0.6704879
184	Spectrogram 1	1	452.584393600	453.997477600	18.424	382.029	lt	0.5019767
185	Spectrogram 1	1	453.562030240	453.979017600	110.520	350.069	w	0.39623788
186	Spectrogram 1	1	459.464374080	459.995206080	159.477	565.789	w	0.9119082
187	Spectrogram 1	1	456.329436000	456.647652800	130.023	421.962	w	0.8087062
188	Spectrogram 1	1	454.935364156	455.603226496	0.000	304.233	lt	0.31174895
189	Spectrogram 1	1	464.114138240	464.590508320	140.009	381.918	w	0.7781196
190	Spectrogram 1	1	461.840234841	462.707761311	31.916	343.915	lt	0.3539862
191	Spectrogram 1	1	467.057000960	467.608808640	177.269	520.096	w	0.88275063
192	Spectrogram 1	1	470.783785040	471.358607520	180.918	481.345	w	0.93057865
193	Spectrogram 1	1	476.821530080	477.347508000	179.122	547.261	w	0.9161267
194	Spectrogram 1	1	481.052724640	481.482964320	182.903	498.498	w	0.94439465
195	Spectrogram 1	1	485.000000000	485.363453344	164.811	475.014	w	0.891924
196	Spectrogram 1	1	495.000000000	495.587372320	177.875	471.931	w	0.82559156
197	Spectrogram 1	1	501.071023040	501.660561440	175.048	492.801	w	0.8882308
198	Spectrogram 1	1	506.664495600	507.250384480	182.666	474.972	w	0.92586243
199	Spectrogram 1	1	509.680155200	510.003157280	182.248	422.690	w	0.7297565
200	Spectrogram 1	1	508.514231520	508.698316480	58.708	399.686	lt	0.4610841
201	Spectrogram 1	1	512.470556640	512.941852000	181.908	494.350	w	0.9486179
202	Spectrogram 1	1	517.198021280	517.747193120	166.804	530.595	w	0.8656918
203	Spectrogram 1	1	522.048674880	522.558697280	181.508	493.937	w	0.93868077
204	Spectrogram 1	1	523.999741920	524.383156320	175.718	384.758	w	0.7172025
205	Spectrogram 1	1	526.203461920	526.633466800	170.012	491.588	w	0.95687234
206	Spectrogram 1	1	529.635214880	530.008000000	184.700	473.550	w	0.8201769
207	Spectrogram 1	1	530.000000000	530.250851568	172.346	513.259	w	0.86821693
208	Spectrogram 1	1	533.584534240	533.921287040	173.514	420.168	w	0.69660634
209	Spectrogram 1	1	541.731524960	542.252695360	189.374	505.364	w	0.93643427
210	Spectrogram 1	1	549.245648000	549.641595200	184.098	416.835	w	0.5164421
211	Spectrogram 1	1	547.036676800	547.388375040	170.415	420.731	w	0.26371863
212	Spectrogram 1	1	552.008099120	552.530890080	191.291	503.746	w	0.8784004
213	Spectrogram 1	1	554.487598400	554.936576000	158.150	414.570	w	0.70920604
214	Spectrogram 1	1	556.489075440	557.608468480	22.960	469.533	lt	0.5074834
216	Spectrogram 1	1	559.904329120	560.008000000	0.000	634.377	lt	0.29914516
217	Spectrogram 1	1	562.419956800	562.928447040	197.793	474.899	w	0.90225405
218	Spectrogram 1	1	560.000000000	560.737472592	21.820	472.126	lt	0.68389523
219	Spectrogram 1	1	563.956078080	564.960416960	30.539	471.931	lt	0.65765995
220	Spectrogram 1	1	567.916472480	568.391521280	62.707	862.519	lt	0.8068975
221	Spectrogram 1	1	566.892523440	567.419500000	213.035	501.012	w	0.80198824
222	Spectrogram 1	1	569.638055680	569.993943360	154.856	429.865	w	0.73464674
223	Spectrogram 1	1	565.000000000	565.237646000	158.319	437.716	w	0.5201464
224	Spectrogram 1	1	572.118972800	572.562344000	181.985	486.973	w	0.90295905
225	Spectrogram 1	1	574.237588800	574.647424800	169.703	483.585	w	0.47448114
226	Spectrogram 1	1	577.035864256	577.481591360	211.916	479.906	w	0.8693558
227	Spectrogram 1	1	582.047154240	582.533134720	173.543	486.952	w	0.90140235
228	Spectrogram 1	1	585.763435424	586.227580640	199.392	475.406	w	0.8340505
229	Spectrogram 1	1	588.176497120	588.653006880	191.928	451.411	w	0.58090615
230	Spectrogram 1	1	593.123944800	593.481336000	137.949	417.568	w	0.78935826
231	Spectrogram 1	1	594.655420000	595.008000000	0.243	686.491	lt	0.40347847
232	Spectrogram 1	1	593.682972640	593.902472640	0.000	711.375	lt	0.32940543
233	Spectrogram 1	1	590.422814816	590.768640858	141.683	541.307	w	0.287518
234	Spectrogram 1	1	597.592568800	597.891625600	190.148	505.070	w	0.83825845
235	Spectrogram 1	1	595.386120452	595.653286496	171.532	402.116	w	0.519513
236	Spectrogram 1	1	595.000000000	595.386120452	54.339	711.640	lt	0.46403527
237	Spectrogram 1	1	600.256936096	600.661261280	178.192	453.198	w	0.8706928
238	Spectrogram 1	1	602.984340320	603.487727040	223.882	515.479	w	0.77618986
239	Spectrogram 1	1	608.906783200	609.303873120	182.595	490.290	w	0.9091422
240	Spectrogram 1	1	605.670892800	605.953479744	222.113	516.143	w	0.79622334
241	Spectrogram 1	1	611.967664800	612.374699520	171.082	465.328	w	0.90189165
242	Spectrogram 1	1	614.359672800	614.738032000	176.907	441.203	w	0.8115621
243	Spectrogram 1	1	616.633240240	617.026823680	172.139	396.981	w	0.68431515
244	Spectrogram 1	1	618.862569760	619.117703680	147.675	453.694	w	0.49393612
245	Spectrogram 1	1	623.269543040	623.589920480	190.085	477.493	w	0.7348912
246	Spectrogram 1	1	625.944011104	626.149149280	181.706	564.628	w	0.4054391
247	Spectrogram 1	1	630.125637131	630.592074640	227.132	549.842	w	0.93666387
248	Spectrogram 1	1	634.049726560	634.377668000	179.653	523.219	w	0.8360315
249	Spectrogram 1	1	631.587755120	631.881794720	122.049	434.928	lt	0.39244336
250	Spectrogram 1	1	636.085519776	636.374234080	193.361	473.552	w	0.4358701
251	Spectrogram 1	1	639.553351520	639.915531200	196.867	415.573	w	0.32383195
252	Spectrogram 1	1	649.018958400	649.316727040	51.219	937.778	lt	0.70967466
253	Spectrogram 1	1	647.917240160	648.092110400	39.565	501.746	lt	0.6761229
254	Spectrogram 1	1	649.709787520	650.002543520	207.214	486.739	w	0.36614507
255	Spectrogram 1	1	651.954845280	652.286423360	212.246	475.139	w	0.8312774
256	Spectrogram 1	1	654.549501920	654.756654400	209.674	462.752	w	0.26506186
257	Spectrogram 1	1	657.249022400	657.541323200	258.844	516.083	w	0.64968437
258	Spectrogram 1	1	664.397093760	664.769441600	215.401	495.453	w	0.8407592
259	Spectrogram 1	1	660.000000000	660.327667600	230.385	518.757	w	0.64464945
260	Spectrogram 1	1	667.090270080	667.472762240	199.233	492.100	w	0.80339783
261	Spectrogram 1	1	681.823216960	682.203026400	58.426	886.510	lt	0.8808188
263	Spectrogram 1	1	742.777875350	743.514806437	43.220	293.651	lt	0.41036555
266	Spectrogram 1	1	773.531288000	773.826434560	56.657	343.879	lt	0.475734
268	Spectrogram 1	1	819.221905900	819.555362240	253.968	434.732	w	0.44000772
270	Spectrogram 1	1	847.121975520	847.383225600	50.345	250.726	lt	0.2835381
271	Spectrogram 1	1	874.299108320	874.690795840	57.783	931.873	lt	0.7451304
272	Spectrogram 1	1	871.460121280	871.779221440	52.436	592.439	lt	0.38844448
273	Spectrogram 1	1	879.423470720	879.653021440	2.152	289.260	lt	0.55610836
274	Spectrogram 1	1	882.255205120	882.615206080	220.948	549.372	lt	0.4709265
275	Spectrogram 1	1	899.610122080	900.008000000	5.908	350.196	lt	0.39221928
276	Spectrogram 1	1	909.687920960	909.974155200	6.510	300.579	lt	0.44711185
277	Spectrogram 1	1	915.301754080	915.649327680	236.477	481.567	w	0.5576915
278	Spectrogram 1	1	917.966684640	918.227036160	240.970	507.547	w	0.341157
279	Spectrogram 1	1	922.187076800	922.448789280	16.531	299.839	lt	0.49800918
280	Spectrogram 1	1	921.525242400	921.798681920	194.764	493.344	w	0.31116372
282	Spectrogram 1	1	931.172573760	931.500562016	232.763	505.702	w	0.41694176
283	Spectrogram 1	1	937.383157760	937.670870080	211.620	520.243	w	0.5881462
284	Spectrogram 1	1	941.393679440	941.664531040	233.161	450.605	w	0.42697158
285	Spectrogram 1	1	955.292743584	955.421359072	37.022	494.596	lt	0.54109013
287	Spectrogram 1	1	960.000000000	960.337001984	198.529	430.917	w	0.4911849
288	Spectrogram 1	1	973.115556640	973.461217760	237.405	522.686	w	0.6298549
290	Spectrogram 1	1	992.864126720	993.100176000	42.246	273.895	lt	0.54319936
291	Spectrogram 1	1	992.212893120	992.636754400	253.792	430.922	w	0.30771607
292	Spectrogram 1	1	998.855005920	999.298564480	256.154	456.051	w	0.662273
293	Spectrogram 1	1	1010.002620880	1010.264395936	44.232	345.178	lt	0.40540618
294	Spectrogram 1	1	1030.816412000	1031.208794560	73.160	654.137	lt	0.90127635
295	Spectrogram 1	1	1033.847439520	1034.408945280	91.286	441.872	lt	0.86073834
296	Spectrogram 1	1	1031.530071040	1032.161101280	81.213	285.912	lt	0.54353064
297	Spectrogram 1	1	1034.849637760	1035.091373018	1.865	290.138	lt	0.36864838
298	Spectrogram 1	1	1046.974867200	1047.207830080	57.156	284.877	lt	0.37091142
299	Spectrogram 1	1	1063.633814400	1063.909179680	85.975	389.731	lt	0.7316009
300	Spectrogram 1	1	1074.800804800	1075.098760611	21.269	362.761	lt	0.520244
301	Spectrogram 1	1	1078.245551200	1080.008000000	33.395	723.053	lt	0.6342082
302	Spectrogram 1	1	1077.599782400	1078.287895680	31.059	328.247	lt	0.49021918
303	Spectrogram 1	1	1080.715924320	1081.623213600	8.092	688.081	lt	0.84348327
304	Spectrogram 1	1	1089.408401600	1089.656940480	79.545	376.288	lt	0.69426847
305	Spectrogram 1	1	1086.105838080	1086.375609376	39.766	311.980	lt	0.6274308
306	Spectrogram 1	1	1100.214067632	1100.493707648	72.184	374.497	lt	0.5889238
307	Spectrogram 1	1	1106.874716064	1107.154350400	76.139	404.456	lt	0.737938
308	Spectrogram 1	1	1147.890052320	1148.174229920	75.478	403.345	lt	0.8052939
309	Spectrogram 1	1	1157.376173280	1157.894770080	42.648	317.744	lt	0.68827415
310	Spectrogram 1	1	1156.640195920	1156.994546080	70.885	940.876	lt	0.55770916
311	Spectrogram 1	1	1165.007270637	1165.220947632	38.535	455.052	lt	0.56104475
312	Spectrogram 1	1	1168.788073280	1168.942183520	129.630	412.698	w	0.3837836
313	Spectrogram 1	1	1187.653678720	1187.986494080	80.877	432.509	lt	0.72343045
316	Spectrogram 1	1	1215.219848880	1215.551958496	65.092	416.168	lt	0.63342404
319	Spectrogram 1	1	1231.216218016	1232.205881600	73.809	337.213	lt	0.5787319
321	Spectrogram 1	1	1237.122226880	1237.978516800	86.536	383.719	lt	0.43162465
322	Spectrogram 1	1	1251.612517120	1251.955665280	80.914	425.950	lt	0.8863671
323	Spectrogram 1	1	1274.033317600	1274.460155200	68.660	422.587	lt	0.8137975
324	Spectrogram 1	1	1302.790701600	1303.089692800	72.638	413.142	lt	0.59676874
325	Spectrogram 1	1	1320.947399104	1321.328477280	78.256	434.929	lt	0.71783453
326	Spectrogram 1	1	1340.973503968	1341.418080560	77.450	350.446	lt	0.64863026
327	Spectrogram 1	1	1351.084120320	1351.274589600	49.184	673.371	lt	0.73192567
328	Spectrogram 1	1	1353.497520800	1355.008000000	15.778	526.856	lt	0.7176661
329	Spectrogram 1	1	1355.227552938	1356.758588864	0.128	494.253	lt	0.7382967
330	Spectrogram 1	1	1370.865629664	1375.902880131	16.151	399.425	lt	0.44344258
332	Spectrogram 1	1	1380.692274880	1380.918060800	32.086	387.752	lt	0.7009796
333	Spectrogram 1	1	1392.869319360	1393.422825120	29.707	710.212	lt	0.6093485
334	Spectrogram 1	1	1394.128084800	1395.008000000	9.307	378.588	lt	0.44476852
335	Spectrogram 1	1	1395.006141357	1396.427155280	12.541	364.903	lt	0.48668772
336	Spectrogram 1	1	1403.118724640	1403.368696320	92.811	397.663	lt	0.7141167
337	Spectrogram 1	1	1413.402723680	1414.032832000	87.302	268.136	lt	0.45127973
338	Spectrogram 1	1	1415.457098992	1415.901744880	51.837	348.028	lt	0.30941483
339	Spectrogram 1	1	1426.592694560	1426.841466080	77.972	376.398	lt	0.5131291
340	Spectrogram 1	1	1428.160169920	1428.730406240	90.414	274.413	lt	0.38580078
341	Spectrogram 1	1	1444.481378880	1444.742681600	113.265	406.666	lt	0.5284895
342	Spectrogram 1	1	1505.894938848	1506.352226240	56.754	818.966	w	0.7590521
343	Spectrogram 1	1	1514.548038080	1515.008000000	0.000	470.251	lt	0.3558381
344	Spectrogram 1	1	1517.219048000	1517.497930400	110.499	509.073	lt	0.41442007
345	Spectrogram 1	1	1570.991864960	1571.187412800	243.159	647.746	m	0.58139455
346	Spectrogram 1	1	1584.135901440	1584.454889600	84.635	946.533	lt	0.85820603
348	Spectrogram 1	1	1595.493017328	1596.335697504	80.141	429.763	lt	0.5065795
349	Spectrogram 1	1	1604.672514720	1605.234971782	106.322	436.782	lt	0.44785926
350	Spectrogram 1	1	1609.579238400	1609.818744000	100.260	419.760	lt	0.64014524
351	Spectrogram 1	1	1614.159131840	1614.662469760	51.223	378.813	lt	0.74884534
352	Spectrogram 1	1	1615.685779424	1616.134052160	50.318	923.816	lt	0.8771587
353	Spectrogram 1	1	1616.897894160	1617.588774880	31.240	382.774	lt	0.7312131
354	Spectrogram 1	1	1619.757057600	1620.008000000	20.517	500.781	lt	0.72360027
355	Spectrogram 1	1	1623.838844800	1624.206155200	149.861	955.168	lt	0.6117007
356	Spectrogram 1	1	1620.000000000	1620.123419280	32.168	479.576	lt	0.35010475
