Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	category
143	Spectrogram 1	1	366.088388768	366.851605594	267.300	501.100	m
144	Spectrogram 1	1	366.973026453	367.493401561	258.400	650.300	m
145	Spectrogram 1	1	367.979084996	368.586189289	53.500	476.600	lt
146	Spectrogram 1	1	369.034691674	370.639181592	262.800	668.200	m
147	Spectrogram 1	1	369.450991761	369.832600173	135.900	376.400	w
148	Spectrogram 1	1	370.968752493	371.367706743	211.600	380.800	w
149	Spectrogram 1	1	371.393725499	371.757988075	57.900	447.700	lt
150	Spectrogram 1	1	371.810025585	372.469167389	262.800	623.600	m
151	Spectrogram 1	1	372.659971596	373.232384215	265.000	623.600	m
152	Spectrogram 1	1	372.928832069	373.700721813	202.800	505.600	m
153	Spectrogram 1	1	374.064984389	374.949622073	233.900	674.800	m
154	Spectrogram 1	1	373.882853101	374.143040655	175.900	654.800	m
155	Spectrogram 1	1	375.244501301	375.999045208	249.400	670.400	m
156	Spectrogram 1	1	375.764876409	376.181176496	147.000	412.000	w
157	Spectrogram 1	1	376.996430833	377.473441349	44.500	331.800	lt
158	Spectrogram 1	1	378.288695685	378.704995772	135.200	318.500	w
159	Spectrogram 1	1	376.319943192	377.091832936	229.400	686.000	m
160	Spectrogram 1	1	377.091832936	377.898414354	236.100	599.100	m
161	Spectrogram 1	1	378.149928990	378.921818734	222.700	657.000	m
164	Spectrogram 1	1	379.196862749	380.124865026	200.500	692.300	m
165	Spectrogram 1	1	380.142210863	380.636567216	172.500	468.500	w
166	Spectrogram 1	1	380.653913053	381.148269406	177.200	368.300	w
167	Spectrogram 1	1	381.399784042	382.093617520	51.300	279.700	lt
168	Spectrogram 1	1	381.972196661	382.553282199	235.400	657.300	m
169	Spectrogram 1	1	382.553282199	383.281807350	214.500	643.400	m
170	Spectrogram 1	1	383.620051171	384.088388768	60.600	319.300	lt
171	Spectrogram 1	1	383.914930399	384.097061687	205.100	704.000	m
172	Spectrogram 1	1	381.460494471	381.963523742	228.400	515.200	w
173	Spectrogram 1	1	382.900198938	383.290480269	132.900	326.300	w
174	Spectrogram 1	1	384.365922160	385.415345295	230.800	655.000	m
175	Spectrogram 1	1	385.458709887	385.875009974	165.500	296.000	w
176	Spectrogram 1	1	385.267905681	386.083160017	216.800	566.400	m
177	Spectrogram 1	1	387.019835212	387.358079033	221.400	666.700	m
178	Spectrogram 1	1	387.418789462	387.826416631	174.800	366.000	w
179	Spectrogram 1	1	387.763216826	388.439704467	163.200	708.600	m
180	Spectrogram 1	1	388.561125325	389.463108846	240.100	671.300	m
181	Spectrogram 1	1	389.905427689	391.241057134	235.400	645.700	m
182	Spectrogram 1	1	391.596646791	392.446592801	240.100	645.700	m
183	Spectrogram 1	1	391.483898851	392.021619796	83.900	263.400	lt
184	Spectrogram 1	1	392.836874133	393.235828382	72.300	275.100	lt
185	Spectrogram 1	1	392.984313747	393.565399284	244.800	687.600	m
186	Spectrogram 1	1	394.476055724	394.857664137	163.200	303.000	w
187	Spectrogram 1	1	393.704165980	394.432691132	284.400	547.800	w
188	Spectrogram 1	1	394.632168257	395.742301821	195.800	669.000	m
189	Spectrogram 1	1	395.811685169	396.774379120	286.700	613.100	m
190	Spectrogram 1	1	396.236658174	396.704995772	128.200	470.900	m
191	Spectrogram 1	1	397.084114809	397.587144081	193.500	333.300	w
192	Spectrogram 1	1	398.636567216	399.052867303	165.500	321.700	w
193	Spectrogram 1	1	398.506473439	399.096231895	263.400	648.000	m
194	Spectrogram 1	1	399.313054857	400.119636275	303.000	613.100	m
195	Spectrogram 1	1	400.093617520	400.492571769	60.600	438.200	lt
196	Spectrogram 1	1	400.561955117	401.975640828	300.700	666.700	m
197	Spectrogram 1	1	401.108348981	401.533321986	114.200	627.000	m
198	Spectrogram 1	1	402.079715850	402.721511817	298.400	533.800	m
199	Spectrogram 1	1	403.415345295	403.762262034	156.200	356.600	w
200	Spectrogram 1	1	403.875009974	404.776993495	296.000	690.000	m
201	Spectrogram 1	1	404.499460104	404.872395598	100.200	699.300	m
202	Spectrogram 1	1	405.364262576	405.841273092	149.200	310.000	w
203	Spectrogram 1	1	405.450991761	406.196862749	247.100	645.700	m
204	Spectrogram 1	1	406.387666956	407.653913053	277.400	636.400	m
205	Spectrogram 1	1	407.038135841	407.523819276	74.600	359.000	lt
206	Spectrogram 1	1	407.757988075	408.547223656	282.100	648.000	m
207	Spectrogram 1	1	408.902813313	410.082330225	212.100	671.300	m
208	Spectrogram 1	1	409.926217693	410.255788595	153.800	314.700	w
209	Spectrogram 1	1	411.183790872	411.825586839	305.400	662.000	m
210	Spectrogram 1	1	411.894970186	413.646899718	291.400	622.400	m
211	Spectrogram 1	1	412.311270273	412.883682892	167.800	312.400	w
212	Spectrogram 1	1	414.060710429	415.266246097	235.400	634.000	m
213	Spectrogram 1	1	414.459664679	414.841273092	151.500	296.000	w
214	Spectrogram 1	1	415.205535668	415.725910776	277.400	524.500	m
215	Spectrogram 1	1	415.899369146	416.801352667	233.100	585.100	m
216	Spectrogram 1	1	416.749315156	417.026848547	130.500	279.700	w
217	Spectrogram 1	1	416.757988075	417.989542498	284.400	603.700	m
218	Spectrogram 1	1	417.425802797	418.006888335	58.300	335.700	lt
219	Spectrogram 1	1	418.327786318	418.882853101	149.200	745.900	m
220	Spectrogram 1	1	419.099676062	420.045024176	174.800	690.000	m
221	Spectrogram 1	1	419.186405247	419.810855377	167.800	368.300	w
222	Spectrogram 1	1	420.782222246	421.770934952	272.700	473.200	m
223	Spectrogram 1	1	425.046808760	425.827371422	233.100	615.400	m
224	Spectrogram 1	1	425.766660993	426.668644514	230.800	512.800	m
225	Spectrogram 1	1	425.940119363	426.651298677	46.600	338.000	lt
226	Spectrogram 1	1	424.118806483	424.491741977	216.800	389.300	w
227	Spectrogram 1	1	426.712009107	427.067598764	226.100	522.100	w
228	Spectrogram 1	1	428.541994905	428.984313747	275.100	449.900	w
230	Spectrogram 1	1	429.530707611	430.319943192	226.100	655.000	m
231	Spectrogram 1	1	430.380653621	430.840318300	195.800	373.000	w
232	Spectrogram 1	1	431.091832936	432.037181049	230.800	503.500	m
233	Spectrogram 1	1	432.054526886	432.488172810	242.400	419.600	w
234	Spectrogram 1	1	433.639181592	433.890696227	251.700	627.000	m
235	Spectrogram 1	1	434.350360906	434.636567216	258.700	650.300	m
236	Spectrogram 1	1	435.503859063	436.561955117	214.500	738.900	m
237	Spectrogram 1	1	437.819528296	438.149099198	228.400	615.400	m
238	Spectrogram 1	1	438.357249241	438.652128469	256.400	578.100	m
239	Spectrogram 1	1	439.953066240	440.881068517	198.100	708.600	m
240	Spectrogram 1	1	433.925387901	434.714623482	49.000	307.700	lt
241	Spectrogram 1	1	438.964353534	439.632168257	205.100	361.300	w
242	Spectrogram 1	1	443.645240134	444.503859063	228.400	731.900	m
243	Spectrogram 1	1	442.951406657	443.549838031	230.800	496.500	w
244	Spectrogram 1	1	444.408456960	445.293094644	258.700	529.100	m
245	Spectrogram 1	1	446.368536535	446.992986665	53.600	440.600	lt
246	Spectrogram 1	1	448.033736882	449.005103751	228.400	717.900	m
247	Spectrogram 1	1	447.496015937	448.007718127	207.500	361.300	w
248	Spectrogram 1	1	448.467382806	448.805626626	65.300	433.600	lt
249	Spectrogram 1	1	449.950451865	450.566229076	228.400	606.100	m
250	Spectrogram 1	1	448.961739159	449.898414354	254.100	475.500	m
251	Spectrogram 1	1	450.262676930	450.540210321	37.300	291.400	lt
252	Spectrogram 1	1	450.728525152	451.084114809	279.700	538.500	m
253	Spectrogram 1	1	451.543779488	452.471781765	268.100	531.500	w
254	Spectrogram 1	1	453.122250650	453.928832069	223.800	701.600	m
255	Spectrogram 1	1	454.327786318	454.995601041	303.000	512.800	m
256	Spectrogram 1	1	456.652128469	457.068428556	258.700	403.300	w
257	Spectrogram 1	1	457.267905681	457.805626626	165.500	512.800	w
258	Spectrogram 1	1	455.316499024	455.594032415	30.300	400.900	lt
259	Spectrogram 1	1	458.612208044	459.444808218	221.400	729.600	m
260	Spectrogram 1	1	461.402398417	462.052867303	49.000	517.500	lt
261	Spectrogram 1	1	463.336459237	464.177732329	230.800	671.300	m
262	Spectrogram 1	1	464.637397008	465.201136709	261.100	540.800	w
263	Spectrogram 1	1	465.747530572	466.319943192	205.100	470.900	w
264	Spectrogram 1	1	467.742301821	468.375424870	49.000	452.200	lt
265	Spectrogram 1	1	468.017345837	468.945348114	284.400	522.100	m
266	Spectrogram 1	1	469.014731461	469.526433651	258.700	515.200	w
267	Spectrogram 1	1	470.419744254	470.983483955	242.400	529.100	w
268	Spectrogram 1	1	469.665200347	469.942733738	172.500	692.300	m
269	Spectrogram 1	1	471.104904814	471.287036101	174.800	729.600	m
270	Spectrogram 1	1	475.597476583	476.239272550	37.300	382.300	lt
271	Spectrogram 1	1	476.326001735	476.542824696	177.200	776.200	m
272	Spectrogram 1	1	472.414515503	472.978255204	195.800	363.600	w
273	Spectrogram 1	1	481.258402971	482.212424003	286.700	678.300	m
274	Spectrogram 1	1	482.646069926	482.966967910	163.200	349.700	w
275	Spectrogram 1	1	483.235828382	483.981699371	233.100	540.800	m
276	Spectrogram 1	1	484.614822420	484.892355811	191.100	363.600	w
277	Spectrogram 1	1	485.490787186	485.907087272	179.500	326.300	w
278	Spectrogram 1	1	485.837703925	486.869781223	282.100	724.900	m
279	Spectrogram 1	1	486.054526886	486.505518647	58.300	352.000	lt
280	Spectrogram 1	1	487.552452407	488.012117086	191.100	307.700	w
281	Spectrogram 1	1	488.636567216	489.295709020	219.100	550.100	m
282	Spectrogram 1	1	489.720682025	490.145655030	198.100	359.000	w
283	Spectrogram 1	1	487.240227342	488.020790004	300.700	503.500	m
284	Spectrogram 1	1	491.064984389	492.062370013	275.100	680.700	m
285	Spectrogram 1	1	492.461324263	492.842932676	69.900	361.300	lt
286	Spectrogram 1	1	492.912316023	493.432691132	163.200	426.600	w
287	Spectrogram 1	1	493.692878686	494.360693408	223.800	505.800	m
288	Spectrogram 1	1	488.124865026	488.636567216	270.400	515.200	w
289	Spectrogram 1	1	495.019835212	495.522864484	200.500	438.200	w
290	Spectrogram 1	1	494.863722680	495.583574913	284.400	508.200	m
291	Spectrogram 1	1	495.520375108	496.535106570	291.400	690.000	m
292	Spectrogram 1	1	496.691219102	497.376379662	282.100	477.900	w
293	Spectrogram 1	1	497.888081852	498.529877819	249.400	536.100	w
294	Spectrogram 1	1	498.651298677	499.093617520	65.300	414.900	lt
295	Spectrogram 1	1	499.154327949	499.995601041	265.700	522.100	m
296	Spectrogram 1	1	500.151713573	501.131753361	284.400	676.000	m
297	Spectrogram 1	1	504.234168799	505.196862749	261.100	477.900	m
298	Spectrogram 1	1	504.928002277	506.020790004	263.400	671.300	m
299	Spectrogram 1	1	506.124865026	507.070213140	200.500	370.600	w
300	Spectrogram 1	1	508.223711297	508.683375976	74.600	356.600	lt
301	Spectrogram 1	1	508.865507264	509.862892888	272.700	697.000	m
302	Spectrogram 1	1	509.923603317	510.816913920	272.700	503.500	m
303	Spectrogram 1	1	511.207195252	511.528093235	177.200	359.000	w
304	Spectrogram 1	1	511.701551605	512.438749675	268.100	452.200	w
305	Spectrogram 1	1	512.482114267	513.011162294	44.300	433.600	lt
306	Spectrogram 1	1	513.115237316	513.436135299	172.500	410.300	w
309	Spectrogram 1	1	513.453481136	513.852435386	167.800	312.400	w
310	Spectrogram 1	1	514.491741977	515.263631722	263.400	517.500	m
311	Spectrogram 1	1	515.254958803	515.853390178	249.400	522.100	m
312	Spectrogram 1	1	516.313054857	516.911486232	186.500	477.900	w
313	Spectrogram 1	1	517.587973873	518.559340742	62.900	349.700	lt
314	Spectrogram 1	1	519.617436795	520.397999458	282.100	491.800	m
315	Spectrogram 1	1	521.568843452	522.652958261	291.400	650.300	m
316	Spectrogram 1	1	523.032077298	523.725910776	247.100	491.800	m
317	Spectrogram 1	1	523.873350390	524.367706743	44.300	310.000	lt
318	Spectrogram 1	1	524.385052580	525.573242411	305.400	519.800	m
319	Spectrogram 1	1	525.373765286	526.431861340	342.700	608.400	m
320	Spectrogram 1	1	526.761432242	527.429246964	291.400	510.500	m
321	Spectrogram 1	1	527.377209454	528.192463790	282.100	657.300	m
322	Spectrogram 1	1	528.235828382	528.652128469	244.800	454.500	w
323	Spectrogram 1	1	528.947007697	529.380653621	44.300	463.900	lt
324	Spectrogram 1	1	529.510747398	529.987757914	163.200	328.700	w
325	Spectrogram 1	1	530.247945468	530.542824696	279.700	440.600	w
326	Spectrogram 1	1	531.028508131	531.713668690	249.400	447.600	w
327	Spectrogram 1	1	531.615777212	532.916714983	286.700	519.800	m
328	Spectrogram 1	1	533.064154597	534.243671509	261.100	659.700	m
329	Spectrogram 1	1	534.920159150	535.700721813	233.100	545.500	m
330	Spectrogram 1	1	535.891526019	536.342517780	69.900	370.600	lt
331	Spectrogram 1	1	534.694663270	535.613992628	60.600	235.400	lt
332	Spectrogram 1	1	534.365092368	534.816084128	282.100	454.500	w
333	Spectrogram 1	1	536.949622073	537.773549328	205.100	359.000	w
334	Spectrogram 1	1	536.923603317	538.033736882	303.000	496.500	m
335	Spectrogram 1	1	538.866337056	539.872395598	291.400	636.400	m
336	Spectrogram 1	1	540.043364592	540.832600173	221.400	505.800	m
337	Spectrogram 1	1	541.743256613	542.133537944	67.600	368.300	lt
338	Spectrogram 1	1	541.240227342	542.705950564	291.400	466.200	m
339	Spectrogram 1	1	543.321727775	543.755373699	174.800	317.000	w
340	Spectrogram 1	1	543.391111123	544.405842585	333.300	540.800	m
341	Spectrogram 1	1	544.362477992	545.108348981	235.400	498.800	m
342	Spectrogram 1	1	545.845547051	546.886297268	284.400	498.800	m
343	Spectrogram 1	1	545.949622073	546.522034692	149.200	412.600	w
344	Spectrogram 1	1	546.886297268	547.892355811	254.100	578.100	m
345	Spectrogram 1	1	547.545439072	548.508133023	258.700	641.000	m
346	Spectrogram 1	1	548.586189289	549.418789462	240.100	484.800	m
347	Spectrogram 1	1	549.505518647	549.904472897	172.500	314.700	w
348	Spectrogram 1	1	550.361648200	551.185575455	279.700	498.800	m
349	Spectrogram 1	1	552.182961080	552.928832069	263.400	491.800	m
350	Spectrogram 1	1	552.824757047	553.830815590	277.400	627.000	m
351	Spectrogram 1	1	552.868121639	553.431861340	53.600	389.300	lt
352	Spectrogram 1	1	555.591418040	556.120466067	240.100	421.900	w
353	Spectrogram 1	1	556.822972463	557.282637142	158.500	333.300	w
354	Spectrogram 1	1	554.620051171	554.984313747	160.800	505.800	m
355	Spectrogram 1	1	557.308655898	558.314714441	228.400	636.400	m
356	Spectrogram 1	1	558.676487641	559.708564939	300.700	494.200	m
357	Spectrogram 1	1	560.810025585	561.633952840	272.700	475.500	m
358	Spectrogram 1	1	562.752759324	563.273134432	69.900	456.900	lt
359	Spectrogram 1	1	563.307826106	564.574072203	286.700	678.300	m
360	Spectrogram 1	1	564.686820143	565.528093235	254.100	468.500	m
361	Spectrogram 1	1	566.785666414	567.488172810	37.300	293.700	lt
362	Spectrogram 1	1	566.221926713	566.551497615	200.500	356.600	w
363	Spectrogram 1	1	568.370321119	568.890696227	74.600	340.300	lt
364	Spectrogram 1	1	568.708564939	569.844717259	272.700	657.300	m
365	Spectrogram 1	1	571.943563530	572.706780356	275.100	501.200	m
366	Spectrogram 1	1	573.929661860	575.022449588	314.700	685.300	m
367	Spectrogram 1	1	574.996430833	575.490787186	42.000	305.400	lt
368	Spectrogram 1	1	560.168229618	560.428417173	181.800	340.300	w
369	Spectrogram 1	1	567.468337598	567.945348114	282.100	498.800	w
370	Spectrogram 1	1	576.659141804	577.621835755	300.700	498.800	m
371	Spectrogram 1	1	578.280977559	579.443148634	193.500	699.300	m
372	Spectrogram 1	1	580.683375976	580.882853101	184.100	298.400	w
373	Spectrogram 1	1	580.414515503	581.394555291	282.100	473.200	m
374	Spectrogram 1	1	582.903643105	583.519420317	49.000	398.600	lt
375	Spectrogram 1	1	583.484728643	584.412730919	305.400	601.400	m
376	Spectrogram 1	1	584.482114267	585.557556158	193.500	655.000	m
377	Spectrogram 1	1	586.075441891	586.821312879	279.700	484.800	w
378	Spectrogram 1	1	585.511702190	586.162171075	284.400	477.900	m
379	Spectrogram 1	1	587.194248374	587.801352667	191.100	405.600	w
380	Spectrogram 1	1	587.723296401	588.252344428	72.300	347.300	lt
381	Spectrogram 1	1	588.182961080	588.781392454	240.100	396.300	w
382	Spectrogram 1	1	588.347746531	589.267075889	354.300	508.200	m
383	Spectrogram 1	1	589.336459237	590.654742845	275.100	683.000	m
384	Spectrogram 1	1	589.379823829	590.073657307	135.200	293.700	w
385	Spectrogram 1	1	590.862892888	591.383267997	223.800	384.600	w
386	Spectrogram 1	1	591.877624350	592.207195252	186.500	310.000	w
387	Spectrogram 1	1	592.718897441	593.412730919	200.500	384.600	w
388	Spectrogram 1	1	593.586189289	593.976470620	242.400	361.300	w
389	Spectrogram 1	1	593.612208044	594.418789462	65.300	265.700	lt
390	Spectrogram 1	1	594.234168799	595.474396141	310.000	683.000	m
391	Spectrogram 1	1	594.563739701	594.988712706	172.500	356.600	w
392	Spectrogram 1	1	595.006058543	595.535106570	51.300	352.000	lt
393	Spectrogram 1	1	597.677317433	598.258402971	207.500	366.000	w
394	Spectrogram 1	1	595.630508673	596.020790004	216.800	377.600	w
395	Spectrogram 1	1	598.856834345	599.906257480	284.400	662.000	m
396	Spectrogram 1	1	597.399784042	598.327786318	370.600	517.500	m
397	Spectrogram 1	1	601.285251518	601.840318300	39.600	417.200	lt
398	Spectrogram 1	1	600.435305507	600.981699371	221.400	356.600	w
399	Spectrogram 1	1	602.256618387	602.820358088	212.100	373.000	w
400	Spectrogram 1	1	603.381608413	604.656527428	249.400	697.000	m
401	Spectrogram 1	1	605.567183868	606.200306917	62.900	370.600	lt
402	Spectrogram 1	1	604.908042064	605.497800520	254.100	482.500	w
