Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	category	confidence
44	Spectrogram 1	1	39.065943276	39.618741646	124.589	489.418	m	0.54444003
45	Spectrogram 1	1	35.983953600	37.069312000	265.956	474.259	m	0.43812704
46	Spectrogram 1	1	41.628580080	42.300425120	206.037	689.416	m	0.7472146
47	Spectrogram 1	1	44.191397999	44.851455755	144.293	457.672	m	0.74300104
48	Spectrogram 1	1	40.245796514	41.161626650	142.857	423.280	lt	0.63683426
49	Spectrogram 1	1	42.899528320	43.961719680	166.475	503.948	m	0.5885957
50	Spectrogram 1	1	42.791341280	43.556116800	251.309	734.229	m	0.57817006
52	Spectrogram 1	1	42.145548320	42.600533760	242.345	474.997	m	0.377175
53	Spectrogram 1	1	45.338248350	45.957052496	142.857	497.354	m	0.6166707
54	Spectrogram 1	1	48.583686080	49.079855520	231.174	612.241	m	0.61481327
55	Spectrogram 1	1	49.697865600	50.007949760	233.187	708.634	m	0.6090542
56	Spectrogram 1	1	47.026604000	47.733266080	267.537	736.592	m	0.5898423
59	Spectrogram 1	1	45.997044160	46.582202400	87.326	335.979	lt	0.38446373
60	Spectrogram 1	1	47.357792480	48.158774880	162.243	516.890	m	0.37921977
61	Spectrogram 1	1	46.084947040	47.194660788	137.566	533.603	m	0.36623153
62	Spectrogram 1	1	53.382520960	54.248333920	248.918	720.134	m	0.613176
63	Spectrogram 1	1	52.324389600	52.947170380	92.476	314.815	lt	0.58226377
65	Spectrogram 1	1	51.470291151	52.380982400	272.599	695.767	m	0.52004135
66	Spectrogram 1	1	53.887752682	54.655069823	145.503	423.280	m	0.4906979
67	Spectrogram 1	1	50.002420044	50.571119520	259.373	710.513	m	0.48009238
68	Spectrogram 1	1	50.090664191	51.245765264	177.249	439.153	m	0.43955493
69	Spectrogram 1	1	52.369953120	53.126446400	257.059	541.357	m	0.34834635
71	Spectrogram 1	1	55.000000000	55.671301280	242.165	739.147	m	0.8146587
72	Spectrogram 1	1	55.931504160	56.858728000	245.170	659.950	m	0.6695242
74	Spectrogram 1	1	59.147953120	59.905605440	232.709	704.892	m	0.59732145
75	Spectrogram 1	1	58.514777280	59.195731520	220.021	627.250	m	0.5094081
76	Spectrogram 1	1	62.915189440	63.545772000	228.693	682.397	m	0.8360705
77	Spectrogram 1	1	61.661925920	62.469832960	225.369	706.004	m	0.6985091
78	Spectrogram 1	1	60.690215584	61.733466304	119.829	480.921	m	0.5796278
79	Spectrogram 1	1	64.753897600	65.008000000	219.524	739.502	m	0.43797395
80	Spectrogram 1	1	60.329997072	60.937028960	79.524	394.422	lt	0.39748448
81	Spectrogram 1	1	63.890104480	64.747459158	127.785	433.862	m	0.33326554
83	Spectrogram 1	1	65.000685913	65.456988032	227.627	715.770	m	0.7768806
84	Spectrogram 1	1	66.339800480	67.258184640	297.021	720.264	m	0.711658
85	Spectrogram 1	1	67.940488552	68.551041976	250.488	658.730	m	0.638101
86	Spectrogram 1	1	66.704769536	67.372889600	51.826	343.409	lt	0.6062255
87	Spectrogram 1	1	65.632896368	66.302748800	228.196	580.822	m	0.58257824
88	Spectrogram 1	1	69.206187200	69.646798400	231.964	724.693	m	0.5038907
90	Spectrogram 1	1	72.508832960	72.847258240	231.600	607.039	m	0.7841467
91	Spectrogram 1	1	73.478479373	74.010518560	36.753	312.169	lt	0.6976017
92	Spectrogram 1	1	70.397532496	71.217630080	248.853	704.579	m	0.6828128
93	Spectrogram 1	1	72.974908800	73.707870560	242.847	723.008	m	0.6475212
94	Spectrogram 1	1	74.666122560	75.008000000	182.287	711.443	m	0.6119841
95	Spectrogram 1	1	71.050853520	72.141096160	123.166	490.004	m	0.5619791
97	Spectrogram 1	1	73.701248866	74.553363840	300.700	507.937	m	0.3526214
98	Spectrogram 1	1	75.000000000	75.895547488	234.846	726.058	m	0.7748106
99	Spectrogram 1	1	79.446350080	80.006203680	235.537	726.645	m	0.7742219
100	Spectrogram 1	1	76.295895264	77.109184800	249.244	721.854	m	0.723025
101	Spectrogram 1	1	78.480608320	79.395084000	100.063	496.495	m	0.58994895
102	Spectrogram 1	1	75.825668320	76.409458560	219.265	454.878	m	0.5503341
104	Spectrogram 1	1	79.427341760	79.683881600	239.368	632.808	m	0.45334554
105	Spectrogram 1	1	76.894278259	77.637667520	219.422	441.799	m	0.3241441
107	Spectrogram 1	1	82.999832480	83.627426240	239.930	706.351	m	0.7998335
108	Spectrogram 1	1	80.011600434	80.337170784	241.065	728.823	m	0.7296122
109	Spectrogram 1	1	83.730915520	84.727904800	120.346	569.357	lt	0.56432736
110	Spectrogram 1	1	81.037835680	81.990488480	232.728	701.073	m	0.54566926
112	Spectrogram 1	1	84.179578560	84.683206400	208.873	776.902	m	0.49833733
113	Spectrogram 1	1	80.070093936	80.853668320	221.930	497.220	m	0.47655496
114	Spectrogram 1	1	81.475924560	82.507698720	169.522	484.131	m	0.4314767
116	Spectrogram 1	1	87.514615200	87.992774400	258.686	646.801	m	0.81468904
117	Spectrogram 1	1	88.435527840	89.164348160	238.106	724.821	m	0.6997019
118	Spectrogram 1	1	85.263916144	85.998337356	267.196	706.750	m	0.6978716
119	Spectrogram 1	1	86.622417760	87.513337120	260.265	524.718	m	0.5921833
122	Spectrogram 1	1	88.864604960	89.945485760	115.388	501.405	m	0.4530884
124	Spectrogram 1	1	89.786160000	90.131949051	219.278	757.927	m	0.3072829
125	Spectrogram 1	1	91.161538336	91.716087665	62.807	301.587	lt	0.8641404
126	Spectrogram 1	1	93.480134240	94.370149920	234.414	764.550	m	0.8411851
127	Spectrogram 1	1	90.148450495	90.702808832	246.481	611.111	m	0.6847604
129	Spectrogram 1	1	93.106221920	93.389181440	34.429	277.760	lt	0.3636193
130	Spectrogram 1	1	94.795363346	95.372913882	292.462	515.873	m	0.30546328
131	Spectrogram 1	1	97.705698720	98.457797440	249.768	695.135	m	0.7727158
132	Spectrogram 1	1	96.176591840	97.360068800	255.719	648.549	m	0.7327353
133	Spectrogram 1	1	97.019350080	97.735332480	46.743	414.213	lt	0.73248756
134	Spectrogram 1	1	95.199648721	96.181484633	140.212	444.444	m	0.40438318
135	Spectrogram 1	1	100.418969120	101.341240480	238.079	713.923	m	0.8068752
136	Spectrogram 1	1	103.198369120	103.732651609	301.587	507.937	m	0.43614355
137	Spectrogram 1	1	104.112184818	104.811401600	9.569	298.942	lt	0.41643113
138	Spectrogram 1	1	102.544668000	103.024742240	274.746	506.604	m	0.28844714
139	Spectrogram 1	1	104.557723804	105.094020730	227.513	473.545	m	0.2844964
141	Spectrogram 1	1	107.279690720	107.795225280	253.021	640.021	m	0.7647843
142	Spectrogram 1	1	108.101221120	109.126005440	238.274	641.282	m	0.7159361
143	Spectrogram 1	1	106.321589360	107.002353024	226.857	734.826	m	0.6221958
145	Spectrogram 1	1	103.988423989	105.280770816	187.831	650.794	lt	0.35044092
146	Spectrogram 1	1	114.324293920	115.002460800	243.422	728.000	m	0.8384433
147	Spectrogram 1	1	111.844867677	112.379771200	32.147	301.587	lt	0.8140123
148	Spectrogram 1	1	111.259495360	112.076173120	248.292	720.511	m	0.77934873
149	Spectrogram 1	1	113.739560000	114.246067840	238.339	617.571	m	0.69572926
150	Spectrogram 1	1	112.252589920	112.990886720	256.794	475.420	m	0.5702622
151	Spectrogram 1	1	110.609237792	111.093056640	246.983	613.681	m	0.56815565
152	Spectrogram 1	1	113.032126880	113.990055384	212.853	617.453	m	0.53924435
154	Spectrogram 1	1	117.980679680	118.897470720	223.126	743.734	m	0.77720845
155	Spectrogram 1	1	115.003205383	115.565838016	230.570	719.236	m	0.76892036
156	Spectrogram 1	1	119.672805600	120.008000000	220.684	613.517	m	0.6316946
157	Spectrogram 1	1	116.034725920	116.585953760	250.024	480.604	m	0.43336123
158	Spectrogram 1	1	115.463391760	116.068696416	271.849	508.115	m	0.4192172
159	Spectrogram 1	1	123.336669440	124.126416480	223.065	725.959	m	0.8387271
160	Spectrogram 1	1	121.728529760	122.346488800	259.379	637.419	m	0.7637423
161	Spectrogram 1	1	120.000000000	120.681607520	259.633	637.954	m	0.6282471
162	Spectrogram 1	1	122.344271520	122.976169920	194.105	590.851	m	0.6032674
163	Spectrogram 1	1	120.874439680	121.442657760	236.643	762.556	m	0.5709711
164	Spectrogram 1	1	124.266378880	125.006082080	169.870	538.831	m	0.56696355
166	Spectrogram 1	1	122.480103520	123.394312480	235.380	473.366	m	0.41678506
167	Spectrogram 1	1	120.950206848	121.925304000	190.760	490.876	m	0.35092357
168	Spectrogram 1	1	127.527794400	128.242089280	250.132	637.289	m	0.7298539
169	Spectrogram 1	1	125.344805177	125.822973504	235.919	600.529	m	0.69402736
170	Spectrogram 1	1	129.474917920	130.082475969	32.662	277.778	lt	0.6690167
171	Spectrogram 1	1	128.332497120	129.038710880	287.848	518.876	m	0.63162917
172	Spectrogram 1	1	126.403446560	127.350342400	244.408	753.618	m	0.5459149
173	Spectrogram 1	1	126.569984320	127.789388160	201.909	460.467	m	0.46534526
174	Spectrogram 1	1	129.191124800	129.588949280	248.848	720.368	m	0.3968003
175	Spectrogram 1	1	125.004473877	125.350599488	260.429	652.920	m	0.39586586
177	Spectrogram 1	1	134.715719200	135.006127520	231.217	657.356	m	0.77351105
178	Spectrogram 1	1	130.009760376	131.041381840	168.872	559.679	m	0.69683987
179	Spectrogram 1	1	134.176454080	134.655590880	196.232	620.037	m	0.6330711
180	Spectrogram 1	1	132.046147793	133.072166400	248.337	735.450	m	0.62725693
181	Spectrogram 1	1	133.076923360	133.842408160	258.516	481.133	m	0.4653972
183	Spectrogram 1	1	131.685544160	132.052337600	225.818	621.430	m	0.41027775
184	Spectrogram 1	1	133.784369120	134.657751040	190.065	546.909	m	0.3831265
185	Spectrogram 1	1	138.021426877	138.631748960	47.329	425.926	lt	0.8039219
186	Spectrogram 1	1	139.321225600	140.003836800	233.760	714.313	m	0.70452875
187	Spectrogram 1	1	138.611959520	139.031270080	250.431	648.169	m	0.66129
188	Spectrogram 1	1	135.009477539	135.336043088	251.678	632.892	m	0.6152635
189	Spectrogram 1	1	136.700457024	137.461352480	270.168	712.057	m	0.58297336
190	Spectrogram 1	1	137.165815360	138.057444320	257.729	492.114	m	0.5801407
191	Spectrogram 1	1	135.639901984	136.299685760	263.530	723.357	m	0.5735698
192	Spectrogram 1	1	136.184984320	136.715526400	212.781	496.542	m	0.5072222
193	Spectrogram 1	1	135.062871094	136.088111520	128.531	467.449	m	0.48164243
194	Spectrogram 1	1	138.937257013	139.997771520	137.566	420.635	m	0.2987988
195	Spectrogram 1	1	141.512675296	142.298483360	230.460	622.920	m	0.721562
196	Spectrogram 1	1	140.008017250	140.255516080	205.842	701.109	m	0.7011051
197	Spectrogram 1	1	140.831315360	141.162919440	1.589	300.870	lt	0.6585854
198	Spectrogram 1	1	140.507799072	141.191977600	276.977	715.018	m	0.62847245
199	Spectrogram 1	1	143.695595200	144.597665600	200.510	683.615	m	0.60272765
200	Spectrogram 1	1	144.553240000	145.000476800	234.544	625.992	m	0.5371474
202	Spectrogram 1	1	140.746263248	141.588374560	233.235	476.210	m	0.2857638
203	Spectrogram 1	1	145.025122742	145.858498288	275.926	712.113	m	0.67539257
204	Spectrogram 1	1	148.640560480	149.545236320	256.234	580.805	m	0.6608759
205	Spectrogram 1	1	145.445383056	145.788862560	41.704	308.328	lt	0.6553628
206	Spectrogram 1	1	146.254116160	147.388198720	257.654	665.717	m	0.60882306
207	Spectrogram 1	1	145.812204000	146.062713280	230.594	519.332	m	0.4698162
208	Spectrogram 1	1	153.353091200	154.009573760	65.173	470.716	lt	0.8658373
209	Spectrogram 1	1	151.057801760	152.035353024	216.084	710.219	m	0.7851698
210	Spectrogram 1	1	153.991672000	154.740902331	215.536	734.590	m	0.76640517
211	Spectrogram 1	1	152.189458560	153.000543520	256.241	711.206	m	0.67538124
212	Spectrogram 1	1	149.598946163	150.422078192	239.542	467.258	m	0.5442501
213	Spectrogram 1	1	154.765654497	155.372309136	147.295	614.941	m	0.70330757
214	Spectrogram 1	1	155.802395680	156.838192640	262.563	489.958	m	0.6085787
215	Spectrogram 1	1	157.639320800	158.123510720	212.642	608.994	m	0.55573523
216	Spectrogram 1	1	157.174865305	157.864795840	68.783	293.651	lt	0.5197886
217	Spectrogram 1	1	158.907516914	159.732589109	140.212	439.153	m	0.50903636
218	Spectrogram 1	1	158.280462046	159.267910720	239.108	705.327	m	0.4825351
219	Spectrogram 1	1	157.005035360	157.302398240	228.267	732.369	m	0.45231068
221	Spectrogram 1	1	157.008349600	157.596330080	236.434	577.734	m	0.31780967
223	Spectrogram 1	1	159.768758720	160.008000000	167.331	670.009	m	0.2890782
225	Spectrogram 1	1	164.277606400	164.841163200	195.543	605.874	m	0.6890284
226	Spectrogram 1	1	160.583931760	161.409881440	297.410	597.391	m	0.6805031
227	Spectrogram 1	1	162.119742400	162.597346019	218.197	644.031	m	0.6034643
228	Spectrogram 1	1	163.644904000	163.935767840	0.000	288.338	lt	0.56586254
229	Spectrogram 1	1	160.000000000	160.215810848	212.108	632.566	m	0.541685
230	Spectrogram 1	1	163.204231520	164.017699200	264.220	692.415	m	0.52767426
231	Spectrogram 1	1	162.635071840	163.314837440	266.927	604.333	m	0.46423143
233	Spectrogram 1	1	161.369465600	162.109491200	275.113	506.185	m	0.43616048
234	Spectrogram 1	1	160.159406528	160.432329616	21.007	316.442	lt	0.40946543
235	Spectrogram 1	1	165.751388640	166.734962880	236.116	595.047	m	0.8026897
236	Spectrogram 1	1	167.587704000	168.334565440	232.006	711.187	m	0.7953425
237	Spectrogram 1	1	166.829936320	167.628857600	219.857	639.456	m	0.68057084
238	Spectrogram 1	1	168.276757280	168.876276800	244.322	651.771	m	0.66649
239	Spectrogram 1	1	169.381635680	170.008000000	39.274	387.541	lt	0.64256305
240	Spectrogram 1	1	169.211138720	169.686956800	258.626	656.448	m	0.622209
242	Spectrogram 1	1	165.206058160	165.928756160	71.104	330.516	lt	0.42028984
243	Spectrogram 1	1	173.540043520	173.982615200	226.171	673.761	m	0.79193234
244	Spectrogram 1	1	171.824728000	172.155530720	152.434	615.244	m	0.7628615
245	Spectrogram 1	1	170.007746643	170.514109376	184.861	628.742	m	0.76118785
246	Spectrogram 1	1	170.629525440	171.508335456	257.473	703.894	m	0.74384296
247	Spectrogram 1	1	174.136779840	175.008000000	188.961	638.944	m	0.65929013
248	Spectrogram 1	1	173.143525062	173.963020000	41.176	288.360	lt	0.6484255
250	Spectrogram 1	1	177.282283520	177.820487040	178.129	605.593	m	0.80117285
251	Spectrogram 1	1	179.617834400	179.999685120	258.934	636.020	m	0.66807395
252	Spectrogram 1	1	178.602356960	179.473920000	251.523	712.815	m	0.62818336
254	Spectrogram 1	1	177.790705760	178.584551520	262.956	504.360	m	0.5958872
255	Spectrogram 1	1	175.091149963	175.790884272	274.951	557.744	m	0.4654537
256	Spectrogram 1	1	180.000000000	180.782295840	198.928	612.045	m	0.83234006
257	Spectrogram 1	1	183.158864320	184.044958080	242.171	717.763	m	0.7183606
258	Spectrogram 1	1	182.179821988	182.808806080	43.168	312.169	lt	0.70023423
259	Spectrogram 1	1	181.105037840	181.829700960	288.810	506.945	m	0.65181816
260	Spectrogram 1	1	182.227684320	182.625360974	209.121	635.927	m	0.5982265
261	Spectrogram 1	1	184.430935520	184.998658240	214.868	607.653	m	0.5902396
262	Spectrogram 1	1	183.797259840	185.008000000	188.194	503.471	m	0.48481363
263	Spectrogram 1	1	181.787142336	182.203794240	282.450	489.332	m	0.38517275
264	Spectrogram 1	1	185.920858032	186.334984800	244.833	662.720	m	0.75507903
265	Spectrogram 1	1	187.353962720	188.297914240	245.846	700.977	m	0.6713416
266	Spectrogram 1	1	186.610017120	187.097252480	182.439	613.912	m	0.667406
267	Spectrogram 1	1	189.679766400	189.995979520	251.563	647.417	m	0.6655511
268	Spectrogram 1	1	185.307098144	186.169351360	270.901	495.238	m	0.54447854
269	Spectrogram 1	1	188.041439520	189.277147520	217.138	555.436	m	0.46738306
270	Spectrogram 1	1	189.261795200	189.717392000	252.511	489.750	m	0.3015012
271	Spectrogram 1	1	190.008969025	190.391823520	159.047	646.286	m	0.733442
272	Spectrogram 1	1	191.117537840	191.796185760	235.223	712.791	m	0.6698419
273	Spectrogram 1	1	190.526910272	191.302863520	257.747	610.125	m	0.6404108
274	Spectrogram 1	1	192.553105920	193.733110880	253.880	583.897	m	0.584008
275	Spectrogram 1	1	191.995289600	192.257592800	5.737	290.379	lt	0.5440289
276	Spectrogram 1	1	194.832516800	195.008000000	213.836	645.722	m	0.53500026
277	Spectrogram 1	1	193.660933120	194.349123520	280.423	503.475	m	0.41324437
279	Spectrogram 1	1	195.000000000	195.559491040	230.570	724.536	m	0.748341
280	Spectrogram 1	1	197.800037129	198.326420800	182.774	574.074	m	0.7086692
281	Spectrogram 1	1	196.133391295	197.209686720	193.122	594.410	m	0.6425149
282	Spectrogram 1	1	199.479058560	199.999708800	254.106	504.786	m	0.61692977
283	Spectrogram 1	1	197.537373280	197.822114080	240.903	641.445	m	0.3765054
285	Spectrogram 1	1	204.341875200	205.001789120	178.829	670.058	m	0.78196377
286	Spectrogram 1	1	201.727279840	202.753744160	255.226	700.758	m	0.7254428
287	Spectrogram 1	1	200.000000000	200.492247376	219.290	608.827	m	0.7106242
288	Spectrogram 1	1	203.544295998	204.125137280	43.036	264.550	lt	0.6457864
289	Spectrogram 1	1	200.829694720	201.843857600	216.845	547.699	m	0.44704723
290	Spectrogram 1	1	202.713012800	203.472821280	262.071	485.106	m	0.40929112
291	Spectrogram 1	1	200.312499536	200.615855200	22.880	285.907	lt	0.35188156
292	Spectrogram 1	1	203.474291520	204.076648960	269.972	510.936	m	0.3097415
294	Spectrogram 1	1	207.971407040	208.774616000	252.120	708.386	m	0.7882504
295	Spectrogram 1	1	205.005883301	205.556902720	237.962	720.513	m	0.7527624
296	Spectrogram 1	1	208.670996640	209.735602080	189.446	579.757	m	0.6993912
297	Spectrogram 1	1	209.726753920	210.006096640	230.981	481.198	m	0.48281443
298	Spectrogram 1	1	205.425460602	206.432048680	256.614	470.899	m	0.3249387
299	Spectrogram 1	1	214.582559520	215.004014720	228.913	745.677	m	0.81871116
300	Spectrogram 1	1	210.559166048	211.186220916	42.138	388.889	lt	0.7685241
301	Spectrogram 1	1	211.295871840	212.257812960	251.342	611.021	m	0.6739956
302	Spectrogram 1	1	213.546777760	214.362934400	164.638	503.316	m	0.6319533
303	Spectrogram 1	1	210.000000000	210.596923456	303.487	502.457	m	0.589072
304	Spectrogram 1	1	215.000000000	215.437574800	244.640	741.756	m	0.8105657
305	Spectrogram 1	1	218.602837600	219.992552800	198.123	763.769	m	0.78409696
306	Spectrogram 1	1	215.828555296	216.899538240	186.635	606.492	m	0.72041553
307	Spectrogram 1	1	217.362487360	217.957247040	271.498	536.331	m	0.7068701
308	Spectrogram 1	1	215.262077558	215.804156480	29.186	301.587	lt	0.5454163
309	Spectrogram 1	1	217.951963840	218.583481920	276.079	472.985	m	0.33111954
310	Spectrogram 1	1	220.007885498	220.330676752	142.857	611.198	m	0.6893187
311	Spectrogram 1	1	223.035119360	223.920279520	252.143	744.433	m	0.6004135
312	Spectrogram 1	1	221.871964800	222.497026400	185.185	625.587	m	0.5938483
313	Spectrogram 1	1	221.377821760	221.827693840	268.188	472.387	m	0.592633
315	Spectrogram 1	1	223.110712960	224.330533280	136.086	568.064	m	0.4467316
316	Spectrogram 1	1	222.433711324	223.052281280	289.785	507.937	m	0.34666115
317	Spectrogram 1	1	220.059791992	220.741861328	231.889	508.969	m	0.33622655
318	Spectrogram 1	1	224.348897600	225.004314400	288.732	551.314	m	0.32287553
319	Spectrogram 1	1	229.506516160	230.006880320	205.596	710.984	m	0.87581456
320	Spectrogram 1	1	228.046466240	228.709326240	124.866	618.564	m	0.77889013
321	Spectrogram 1	1	226.453003904	227.368491680	151.492	623.025	m	0.77151954
322	Spectrogram 1	1	225.174412256	226.119850464	248.677	670.513	m	0.6497414
323	Spectrogram 1	1	231.475419680	232.244969280	213.077	737.134	m	0.7905499
324	Spectrogram 1	1	230.159243280	231.136047360	231.024	681.901	m	0.54370004
325	Spectrogram 1	1	234.035346720	235.000096640	232.795	623.710	m	0.48236865
326	Spectrogram 1	1	232.236774880	232.835241600	297.932	522.364	m	0.4180126
327	Spectrogram 1	1	233.499685850	234.126740718	71.874	291.005	lt	0.37087724
328	Spectrogram 1	1	232.839685600	233.703951200	285.740	483.037	m	0.37068045
329	Spectrogram 1	1	236.278907200	237.197814880	260.971	655.827	m	0.81056243
330	Spectrogram 1	1	239.505936000	239.813244534	15.152	272.833	lt	0.60216147
331	Spectrogram 1	1	235.070466187	235.788247008	284.208	530.134	m	0.59734595
332	Spectrogram 1	1	235.009858917	235.247039248	230.677	712.768	m	0.5853245
333	Spectrogram 1	1	238.656575680	239.300846720	210.957	554.131	m	0.554138
334	Spectrogram 1	1	239.305117120	240.151524134	275.763	503.341	m	0.52972054
335	Spectrogram 1	1	237.079112320	237.721245120	258.701	484.032	m	0.5173742
337	Spectrogram 1	1	237.702562080	238.652508320	143.612	588.012	m	0.2694016
338	Spectrogram 1	1	243.422116800	244.086132320	169.730	711.014	m	0.75460577
339	Spectrogram 1	1	240.908316640	241.896679680	208.317	733.244	m	0.6961766
340	Spectrogram 1	1	242.284196320	243.441647520	264.788	496.969	m	0.5008935
342	Spectrogram 1	1	240.397843264	241.141610767	53.220	322.751	lt	0.2939208
343	Spectrogram 1	1	249.118274400	250.008000000	193.629	718.892	m	0.83875895
344	Spectrogram 1	1	245.609251200	246.768656480	260.843	677.752	m	0.82591784
345	Spectrogram 1	1	247.651504160	248.311452320	247.039	862.678	m	0.77287704
346	Spectrogram 1	1	247.135111360	247.600012800	258.761	510.582	m	0.7004992
347	Spectrogram 1	1	247.925460602	248.766559520	156.085	603.849	m	0.45583463
349	Spectrogram 1	1	253.906298400	254.595840320	27.936	348.595	lt	0.7824616
350	Spectrogram 1	1	251.058666016	252.087693920	190.337	653.857	m	0.7817732
351	Spectrogram 1	1	250.002408508	250.570190400	186.322	790.736	m	0.7595349
352	Spectrogram 1	1	252.228067840	253.111803200	207.901	832.193	m	0.73126537
353	Spectrogram 1	1	254.789059520	255.008000000	242.361	657.077	m	0.6386218
354	Spectrogram 1	1	253.046654720	253.538288000	262.450	500.174	m	0.37094015
357	Spectrogram 1	1	255.000000000	255.770165216	263.650	807.104	m	0.7639546
358	Spectrogram 1	1	255.765222656	256.869674080	212.148	600.358	m	0.72924644
359	Spectrogram 1	1	257.606823680	258.434927200	277.242	844.912	m	0.72154915
360	Spectrogram 1	1	259.022877120	259.752810518	230.159	642.161	m	0.67599714
361	Spectrogram 1	1	256.892512640	257.608336960	309.463	529.364	m	0.2752373
362	Spectrogram 1	1	261.607829344	262.227835200	219.914	737.329	m	0.82632774
363	Spectrogram 1	1	262.778419360	263.405757280	242.824	856.677	m	0.7764144
364	Spectrogram 1	1	263.803788800	264.551355520	173.396	616.692	m	0.58840835
365	Spectrogram 1	1	260.466243520	261.049847680	227.780	816.205	m	0.5800664
366	Spectrogram 1	1	260.029914550	261.360938720	169.429	616.402	m	0.50694174
367	Spectrogram 1	1	264.781301760	265.008000000	127.053	650.754	lt	0.48767915
368	Spectrogram 1	1	267.538839840	268.239321280	189.781	839.910	m	0.84543276
369	Spectrogram 1	1	268.368007360	269.060052320	216.382	715.987	m	0.7825092
370	Spectrogram 1	1	265.007487549	265.964212896	223.114	827.370	m	0.68773305
371	Spectrogram 1	1	268.943837920	269.977425600	154.656	578.878	m	0.3484468
373	Spectrogram 1	1	266.366275200	267.377262400	274.497	508.743	m	0.2815738
374	Spectrogram 1	1	273.075991200	273.879201120	188.514	806.545	m	0.8368631
375	Spectrogram 1	1	270.015611816	270.559251840	107.266	745.775	m	0.82181746
376	Spectrogram 1	1	273.945956480	274.655288640	237.583	682.322	m	0.8131647
377	Spectrogram 1	1	271.482509040	272.134765920	73.316	402.116	lt	0.70530975
378	Spectrogram 1	1	270.511231936	271.296887680	267.855	503.950	m	0.55471194
379	Spectrogram 1	1	274.638844160	275.008000000	290.387	523.014	m	0.41043353
380	Spectrogram 1	1	277.310123520	277.939109920	235.716	692.167	m	0.7877993
381	Spectrogram 1	1	275.023243286	275.787731440	159.823	629.115	m	0.7694733
