Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	category	confidence
49	Spectrogram 1	1	78.364951680	79.471368640	368.640	671.879	m	0.7256065
50	Spectrogram 1	1	79.467974400	80.305013355	267.088	594.108	m	0.7061762
53	Spectrogram 1	1	75.266318240	75.856503904	51.597	732.541	w	0.3130679
56	Spectrogram 1	1	83.985487840	85.003984000	327.589	634.861	m	0.70660895
57	Spectrogram 1	1	81.406153760	81.913550784	204.291	412.652	w	0.31663612
58	Spectrogram 1	1	80.197505376	80.964130608	47.934	321.185	lt	0.29730785
59	Spectrogram 1	1	80.938622192	81.407014080	207.924	354.213	w	0.2817543
60	Spectrogram 1	1	89.095249920	90.192062559	315.451	647.890	m	0.77499723
61	Spectrogram 1	1	85.000000000	85.337559936	179.867	420.856	w	0.4048907
62	Spectrogram 1	1	88.691485280	89.131644800	227.197	384.003	w	0.27819797
63	Spectrogram 1	1	94.148178720	95.177579780	353.808	645.430	m	0.6053936
65	Spectrogram 1	1	91.807765600	92.510920000	46.892	295.369	lt	0.49776894
66	Spectrogram 1	1	90.337850592	90.724909440	72.665	271.926	lt	0.417214
67	Spectrogram 1	1	98.984741280	99.987635680	329.160	625.300	m	0.6351831
68	Spectrogram 1	1	95.822537440	96.210542240	203.155	364.626	w	0.58186865
69	Spectrogram 1	1	96.282947840	96.741151520	255.929	448.745	w	0.44580546
70	Spectrogram 1	1	96.899196800	97.149858880	63.946	287.488	lt	0.37098017
71	Spectrogram 1	1	97.520898880	98.089369600	264.346	514.475	w	0.31145662
73	Spectrogram 1	1	100.717046016	101.011293120	24.393	317.488	lt	0.7546417
74	Spectrogram 1	1	101.801743840	102.256071040	19.558	321.954	lt	0.67614937
76	Spectrogram 1	1	101.308987840	101.714510720	212.151	398.286	w	0.2861781
77	Spectrogram 1	1	105.085230592	106.188631680	272.525	641.326	m	0.74290437
78	Spectrogram 1	1	107.979557600	108.291283200	10.999	295.299	lt	0.7315429
79	Spectrogram 1	1	106.178091840	106.587404320	57.856	283.921	lt	0.6205017
80	Spectrogram 1	1	109.208077600	109.581314880	196.587	353.916	w	0.4760233
81	Spectrogram 1	1	109.735467840	110.537850164	303.379	611.794	m	0.42240387
82	Spectrogram 1	1	107.193551200	107.616007840	205.323	387.344	w	0.2718182
83	Spectrogram 1	1	110.483440672	111.236305440	164.619	586.096	m	0.80885845
84	Spectrogram 1	1	113.422249920	113.736031200	42.140	293.666	lt	0.61357784
87	Spectrogram 1	1	112.207657280	112.686573280	250.305	425.943	w	0.27369305
88	Spectrogram 1	1	115.000070190	116.210033696	262.024	624.689	m	0.87195516
89	Spectrogram 1	1	118.564709920	118.939974560	220.502	420.969	w	0.42355815
90	Spectrogram 1	1	120.039317382	121.353461664	281.828	641.398	m	0.7786158
91	Spectrogram 1	1	123.368929600	123.647740160	19.344	310.049	lt	0.71149516
92	Spectrogram 1	1	122.213779200	122.533551680	49.150	331.010	lt	0.6071756
93	Spectrogram 1	1	124.326451200	124.888748800	229.671	427.018	w	0.4541816
94	Spectrogram 1	1	120.059018494	120.483455200	188.565	361.804	w	0.37480322
95	Spectrogram 1	1	127.596320800	127.803986880	70.688	414.232	lt	0.79782325
96	Spectrogram 1	1	125.245094480	126.287469440	323.493	646.965	m	0.79251146
97	Spectrogram 1	1	128.653328640	129.167214880	27.369	265.663	lt	0.6988214
98	Spectrogram 1	1	129.133307680	130.199122774	331.715	647.439	m	0.64154917
100	Spectrogram 1	1	126.422126240	126.876458240	221.844	432.038	w	0.3844898
101	Spectrogram 1	1	133.223340800	133.791185600	30.871	268.896	lt	0.7145806
102	Spectrogram 1	1	130.471313472	130.813619360	10.991	316.320	lt	0.70736206
103	Spectrogram 1	1	134.088391680	135.241234067	347.334	640.686	m	0.66426325
106	Spectrogram 1	1	138.950092800	139.984517600	351.728	646.907	m	0.7278538
107	Spectrogram 1	1	139.773339840	140.008000000	52.861	319.903	lt	0.64720833
108	Spectrogram 1	1	136.205515840	137.003372320	28.462	255.895	lt	0.64091265
109	Spectrogram 1	1	138.955109440	139.872057600	163.684	564.732	m	0.280061
110	Spectrogram 1	1	143.491186080	144.510081120	355.840	624.810	m	0.673747
111	Spectrogram 1	1	140.396180848	140.599617760	198.616	505.524	m	0.57332665
112	Spectrogram 1	1	142.643851520	143.182000960	233.752	453.194	w	0.41800582
114	Spectrogram 1	1	149.205415040	150.338727390	347.612	638.242	m	0.69697946
115	Spectrogram 1	1	145.050369568	145.526991888	220.490	470.646	w	0.5973625
117	Spectrogram 1	1	147.492712480	148.679891518	161.217	413.581	m	0.5070996
118	Spectrogram 1	1	146.782803520	147.142683360	180.636	432.488	w	0.315037
119	Spectrogram 1	1	151.942789680	152.460150880	126.025	418.277	m	0.8214093
120	Spectrogram 1	1	152.794166080	153.367057600	152.200	451.795	m	0.7775448
121	Spectrogram 1	1	150.329897712	151.371270080	166.000	424.665	m	0.67417455
123	Spectrogram 1	1	153.373234400	154.446689600	285.453	570.513	m	0.59684926
124	Spectrogram 1	1	154.669370080	155.008000000	54.536	421.947	lt	0.42135862
125	Spectrogram 1	1	158.967563520	160.338240042	280.241	503.369	m	0.76471424
126	Spectrogram 1	1	157.536025773	158.807742400	322.711	589.681	m	0.5531501
127	Spectrogram 1	1	155.000000000	155.737555680	181.407	464.395	m	0.54045576
130	Spectrogram 1	1	161.868183600	162.602201600	147.966	454.540	m	0.719375
131	Spectrogram 1	1	162.836153280	163.775886720	135.292	438.779	m	0.6246514
134	Spectrogram 1	1	164.582522880	164.924526880	219.473	503.149	w	0.47270086
136	Spectrogram 1	1	163.974195876	164.846617120	262.899	449.631	m	0.3122851
137	Spectrogram 1	1	166.725688240	167.459217600	147.678	484.059	m	0.6322026
138	Spectrogram 1	1	168.951071040	169.275545920	20.385	302.496	lt	0.55870986
139	Spectrogram 1	1	167.263751757	167.907188000	178.311	425.061	m	0.48360363
140	Spectrogram 1	1	169.278888640	170.628283271	221.130	595.498	m	0.39644808
142	Spectrogram 1	1	172.893785120	173.917476804	157.432	440.255	m	0.6958163
143	Spectrogram 1	1	171.338668160	172.070952160	177.510	474.590	m	0.6549553
144	Spectrogram 1	1	170.768340208	171.229207840	272.126	513.628	w	0.48629984
145	Spectrogram 1	1	170.225289246	170.735305168	152.055	351.351	m	0.45952946
146	Spectrogram 1	1	173.748781631	174.000087360	180.551	442.260	w	0.36262465
149	Spectrogram 1	1	174.817184396	175.921508912	322.800	641.278	m	0.73351026
150	Spectrogram 1	1	177.466483840	178.307298400	166.629	456.656	m	0.67064494
151	Spectrogram 1	1	176.050495840	176.272036864	182.146	601.966	w	0.5487238
152	Spectrogram 1	1	175.438052272	175.743245856	49.188	280.563	lt	0.51058996
153	Spectrogram 1	1	178.088272480	178.331582400	205.476	592.138	w	0.4585862
154	Spectrogram 1	1	179.411547840	179.776782400	124.922	392.855	m	0.41215706
155	Spectrogram 1	1	181.974234560	182.646529600	162.514	463.210	m	0.69707817
156	Spectrogram 1	1	183.099725120	183.523472640	172.144	432.516	w	0.6733507
157	Spectrogram 1	1	180.248446896	180.943564080	175.981	469.292	m	0.606788
158	Spectrogram 1	1	181.332831040	181.590154240	202.501	503.697	w	0.58406913
159	Spectrogram 1	1	184.235635895	185.425874063	351.351	552.826	m	0.4540601
161	Spectrogram 1	1	186.951155760	187.301396000	197.296	526.814	w	0.7166251
162	Spectrogram 1	1	185.630601568	186.179582160	39.689	238.674	lt	0.61185324
163	Spectrogram 1	1	186.939006240	187.697193920	153.878	444.857	m	0.59143597
164	Spectrogram 1	1	189.106934400	189.644440480	30.441	333.783	lt	0.5302855
165	Spectrogram 1	1	187.765234400	188.249565440	0.000	233.792	lt	0.4845678
166	Spectrogram 1	1	188.684142560	190.008000000	346.259	644.980	m	0.4363964
167	Spectrogram 1	1	184.779209231	185.088483716	255.528	410.319	w	0.42140442
168	Spectrogram 1	1	186.268785920	186.971023200	169.998	508.600	m	0.3760151
169	Spectrogram 1	1	188.008405440	188.638987520	218.840	447.873	w	0.2673408
170	Spectrogram 1	1	190.872686240	191.442372800	151.038	477.535	m	0.5455808
171	Spectrogram 1	1	191.594136224	191.874587360	200.983	492.639	w	0.5370502
172	Spectrogram 1	1	193.778538560	194.248234400	54.434	311.097	lt	0.52646637
173	Spectrogram 1	1	193.615030240	194.726088000	326.447	631.342	m	0.4980767
174	Spectrogram 1	1	191.992160160	192.417189440	178.045	341.312	w	0.39110705
175	Spectrogram 1	1	190.000000000	190.418878208	214.628	421.877	w	0.3390779
176	Spectrogram 1	1	195.241169136	195.769555728	178.685	488.458	w	0.81299186
177	Spectrogram 1	1	195.866804752	196.666250496	160.971	428.672	m	0.70978475
178	Spectrogram 1	1	198.021171840	198.284266080	185.834	507.385	w	0.6476293
179	Spectrogram 1	1	199.453003840	200.004836000	153.211	462.846	m	0.6382665
180	Spectrogram 1	1	197.517993600	198.279941920	161.073	429.532	m	0.427273
181	Spectrogram 1	1	196.921603760	197.400604800	177.362	333.089	w	0.41285422
182	Spectrogram 1	1	203.004459200	203.752579360	159.558	449.493	m	0.70712256
183	Spectrogram 1	1	200.982385984	201.794540000	148.448	446.574	m	0.6287276
184	Spectrogram 1	1	200.769573248	201.134724960	272.600	494.030	m	0.48743874
185	Spectrogram 1	1	204.347590880	205.237460286	277.641	507.603	m	0.45900178
186	Spectrogram 1	1	200.000000000	200.383373360	197.054	470.773	w	0.45511442
187	Spectrogram 1	1	202.631307680	202.917817440	34.600	281.126	lt	0.3663596
189	Spectrogram 1	1	202.312958080	202.631641600	223.372	472.687	w	0.29973045
190	Spectrogram 1	1	208.526653819	208.857565920	180.034	444.717	w	0.7940904
191	Spectrogram 1	1	206.857086400	207.628701120	257.735	490.787	m	0.740041
192	Spectrogram 1	1	208.926313920	209.604379200	165.217	402.097	m	0.6952647
193	Spectrogram 1	1	206.311398240	206.709284480	192.943	441.146	w	0.6564106
195	Spectrogram 1	1	209.437280320	210.007532160	276.015	556.728	m	0.4676041
196	Spectrogram 1	1	205.766529056	206.109664064	31.356	306.169	lt	0.41944593
197	Spectrogram 1	1	209.655798880	209.998867200	12.172	330.058	lt	0.41391432
198	Spectrogram 1	1	214.048540000	214.530667200	126.486	411.038	m	0.8045306
199	Spectrogram 1	1	212.495761280	213.424954560	266.954	504.741	m	0.7853515
200	Spectrogram 1	1	210.597611088	211.914888640	226.776	566.509	m	0.735678
201	Spectrogram 1	1	210.177724656	210.616429504	184.152	417.943	w	0.5542485
202	Spectrogram 1	1	215.140591552	215.878936160	253.233	506.151	m	0.758006
203	Spectrogram 1	1	217.356999040	218.066031200	163.457	469.065	m	0.7243707
204	Spectrogram 1	1	219.793154240	220.008000000	207.371	696.791	m	0.7126818
205	Spectrogram 1	1	219.304337920	219.621044800	10.208	283.497	lt	0.6632226
206	Spectrogram 1	1	218.632939520	219.221186080	255.122	505.538	m	0.64993215
207	Spectrogram 1	1	216.491910080	216.838600160	8.158	283.678	lt	0.5109088
208	Spectrogram 1	1	216.407169184	217.523196320	335.787	548.219	m	0.4912004
209	Spectrogram 1	1	215.786038752	216.492318560	169.899	441.816	m	0.45086884
210	Spectrogram 1	1	220.007534302	220.646968160	197.840	683.777	m	0.87577325
211	Spectrogram 1	1	220.965921696	221.936453376	160.142	467.017	m	0.74079144
212	Spectrogram 1	1	224.076535200	224.966527360	291.768	539.129	m	0.7035678
213	Spectrogram 1	1	223.280380320	224.157701120	156.807	462.692	m	0.5211987
214	Spectrogram 1	1	224.175210400	224.640371520	138.898	300.341	w	0.50170255
215	Spectrogram 1	1	221.678711200	222.574174560	279.493	494.889	m	0.43484
216	Spectrogram 1	1	223.182039520	223.422967360	30.255	269.190	lt	0.3544379
217	Spectrogram 1	1	226.751272640	227.606091840	277.530	507.062	m	0.6925683
218	Spectrogram 1	1	227.897722720	228.658035200	173.652	466.265	m	0.6712213
219	Spectrogram 1	1	225.000000000	225.527034400	156.085	439.365	m	0.58346254
220	Spectrogram 1	1	226.794164640	227.353823680	16.109	285.559	lt	0.46107274
221	Spectrogram 1	1	225.990207760	226.383885760	179.345	393.563	w	0.42243204
222	Spectrogram 1	1	228.620507840	228.947582080	223.475	449.353	w	0.36677933
223	Spectrogram 1	1	225.538258000	226.690248800	305.419	590.689	m	0.28902286
224	Spectrogram 1	1	233.275742720	234.157220160	278.991	575.219	m	0.73407525
225	Spectrogram 1	1	231.225836160	231.959226320	147.679	472.495	m	0.6570263
226	Spectrogram 1	1	230.519025120	231.293393920	281.738	509.613	m	0.54522187
227	Spectrogram 1	1	234.488755840	235.207520033	160.299	465.796	m	0.5130552
228	Spectrogram 1	1	238.029396960	238.927291520	172.817	591.042	m	0.8014126
229	Spectrogram 1	1	235.156079840	236.674960000	295.139	506.253	m	0.58635265
230	Spectrogram 1	1	239.662719680	239.995163200	10.962	321.816	lt	0.49841857
231	Spectrogram 1	1	236.545785120	236.911168704	175.852	363.099	w	0.28366452
232	Spectrogram 1	1	242.767713440	243.591321760	263.681	584.534	m	0.78782
233	Spectrogram 1	1	243.873706080	244.212382880	54.193	681.977	lt	0.7414712
234	Spectrogram 1	1	241.239829120	241.979315920	165.453	451.756	m	0.63949144
235	Spectrogram 1	1	240.414797600	241.904997120	295.469	577.843	m	0.451861
236	Spectrogram 1	1	240.254679568	240.720598400	156.324	316.266	w	0.30883315
237	Spectrogram 1	1	248.890154720	249.676577600	154.793	436.619	m	0.6090136
238	Spectrogram 1	1	248.169388640	249.114100800	263.070	590.099	m	0.5862152
239	Spectrogram 1	1	245.704921808	246.467643040	260.479	607.863	m	0.5369328
240	Spectrogram 1	1	246.279180160	247.171084000	166.098	442.028	m	0.5125868
241	Spectrogram 1	1	245.010221649	245.574062688	269.553	503.686	m	0.5080407
242	Spectrogram 1	1	253.423937920	254.518939520	271.047	560.853	m	0.7595682
243	Spectrogram 1	1	250.972496320	251.753468000	268.738	530.680	m	0.6992552
244	Spectrogram 1	1	252.282885920	253.166064640	239.997	559.645	m	0.6805619
245	Spectrogram 1	1	251.598343018	252.294471680	162.162	395.577	m	0.3820148
246	Spectrogram 1	1	256.519625280	257.392420160	283.798	525.441	m	0.71750855
247	Spectrogram 1	1	255.662852112	256.603872064	178.291	523.343	m	0.53573465
248	Spectrogram 1	1	258.537076160	259.620575200	168.447	468.019	m	0.5128363
249	Spectrogram 1	1	257.605403233	258.834748960	358.722	486.486	m	0.308308
250	Spectrogram 1	1	255.000000000	255.413547296	172.496	434.401	w	0.26013654
251	Spectrogram 1	1	260.956710752	261.699547120	278.218	554.856	m	0.7579487
252	Spectrogram 1	1	262.061891680	262.939362720	240.869	588.378	m	0.74952793
253	Spectrogram 1	1	263.829363840	264.738531680	271.815	564.807	m	0.646032
254	Spectrogram 1	1	263.268072800	263.870565920	262.622	583.851	m	0.5453212
255	Spectrogram 1	1	260.313128016	261.152024320	173.559	460.207	m	0.40734378
256	Spectrogram 1	1	268.731035200	269.895374080	230.052	586.673	m	0.6563359
257	Spectrogram 1	1	266.690892576	267.705668480	192.776	539.983	m	0.559471
258	Spectrogram 1	1	267.745069760	268.733296800	286.585	545.504	m	0.5538409
259	Spectrogram 1	1	265.422462768	266.482053600	228.114	490.173	m	0.3231479
260	Spectrogram 1	1	273.788034720	274.565578560	189.653	485.287	m	0.6048752
261	Spectrogram 1	1	270.000000000	270.863980000	282.994	558.391	m	0.59864014
262	Spectrogram 1	1	271.776726800	272.495786880	198.751	472.474	m	0.57328045
263	Spectrogram 1	1	272.845065440	273.364647040	304.143	563.396	m	0.55987436
264	Spectrogram 1	1	274.675257600	275.195836340	194.424	483.963	m	0.46082082
265	Spectrogram 1	1	270.903622080	271.855993920	166.110	405.615	m	0.34434754
266	Spectrogram 1	1	275.186464386	275.496648624	244.080	520.885	m	0.6954795
267	Spectrogram 1	1	277.496890560	277.995316480	290.909	664.683	m	0.54592454
268	Spectrogram 1	1	279.232225600	280.002622080	223.319	497.459	m	0.524663
269	Spectrogram 1	1	276.084660400	276.826556350	273.514	560.288	m	0.52209675
270	Spectrogram 1	1	278.352319840	279.400091840	268.223	520.453	m	0.48946923
272	Spectrogram 1	1	281.139790560	282.189108800	193.209	577.394	m	0.7311926
273	Spectrogram 1	1	280.000000000	280.491178400	250.465	683.225	m	0.73045045
274	Spectrogram 1	1	283.661166400	284.805317920	204.542	748.581	m	0.5600971
275	Spectrogram 1	1	282.350543680	283.288064640	179.331	516.327	m	0.47141007
276	Spectrogram 1	1	282.761361760	283.288000480	277.107	671.583	m	0.3883054
277	Spectrogram 1	1	283.488566880	284.815494400	176.903	508.642	m	0.3824664
278	Spectrogram 1	1	285.375912800	286.305115680	185.897	508.336	m	0.5783394
279	Spectrogram 1	1	286.861296880	287.763940800	238.474	499.623	m	0.5105401
281	Spectrogram 1	1	291.207756160	292.506458560	199.190	536.682	m	0.7788984
282	Spectrogram 1	1	290.002010376	290.886202032	212.078	544.989	m	0.6076819
283	Spectrogram 1	1	294.089773440	295.005056640	239.499	557.394	m	0.540404
285	Spectrogram 1	1	293.286624000	294.973896480	166.569	450.830	m	0.2696579
286	Spectrogram 1	1	297.221256320	298.605595680	170.202	492.436	m	0.6261485
287	Spectrogram 1	1	298.949878720	299.970836000	235.009	509.074	m	0.3829923
288	Spectrogram 1	1	300.402502752	301.616965600	200.344	529.057	m	0.8169977
289	Spectrogram 1	1	303.621492800	305.175630389	200.963	520.789	m	0.72228837
290	Spectrogram 1	1	302.560737760	303.330391040	246.917	533.165	m	0.53678155
291	Spectrogram 1	1	301.886488480	302.643460160	185.355	481.163	m	0.30801988
292	Spectrogram 1	1	308.697531040	309.603787200	264.840	509.890	m	0.854944
293	Spectrogram 1	1	306.647773440	307.942050240	208.091	524.414	m	0.7885409
294	Spectrogram 1	1	305.543497808	306.525228480	147.576	508.283	m	0.76035887
297	Spectrogram 1	1	314.292504000	314.988144480	245.861	503.525	m	0.7959075
298	Spectrogram 1	1	310.001650818	310.703503296	144.888	538.131	m	0.7733209
299	Spectrogram 1	1	312.196908800	313.046386720	169.189	406.703	m	0.57705367
301	Spectrogram 1	1	311.298130400	312.438624480	238.717	513.146	m	0.37687606
302	Spectrogram 1	1	316.237728800	317.222961600	161.488	521.028	m	0.77501756
303	Spectrogram 1	1	318.350697760	319.086870560	267.643	501.184	m	0.74283385
304	Spectrogram 1	1	317.442670400	318.376941920	285.440	526.470	m	0.48959482
305	Spectrogram 1	1	321.038086880	321.875739744	178.354	512.951	m	0.7397167
306	Spectrogram 1	1	323.935345440	324.788337920	174.301	415.649	m	0.722865
307	Spectrogram 1	1	322.357887200	323.476318880	268.468	531.994	m	0.66968644
308	Spectrogram 1	1	320.030004426	320.936662352	259.451	505.729	m	0.66696614
309	Spectrogram 1	1	327.252611840	328.139530720	171.054	489.456	m	0.7763153
310	Spectrogram 1	1	326.457263200	327.292038400	174.569	516.879	m	0.7643149
311	Spectrogram 1	1	325.582127440	326.527488800	263.065	599.434	m	0.72434485
312	Spectrogram 1	1	328.779502400	329.642904000	260.376	525.886	m	0.6893646
313	Spectrogram 1	1	329.700947165	330.534890080	212.587	518.428	m	0.785691
314	Spectrogram 1	1	332.191147520	332.849951200	256.253	494.723	m	0.6737147
315	Spectrogram 1	1	332.814609920	334.012669440	218.822	499.511	m	0.6481652
316	Spectrogram 1	1	330.463910272	331.442860000	273.639	526.267	m	0.6102675
317	Spectrogram 1	1	331.084151360	331.954979040	173.489	411.184	m	0.57975763
318	Spectrogram 1	1	334.012426240	334.903479040	191.633	541.426	m	0.5448132
320	Spectrogram 1	1	337.709606880	338.555252480	161.161	430.898	m	0.7270603
321	Spectrogram 1	1	336.561319456	337.471245120	240.095	608.779	m	0.7267943
322	Spectrogram 1	1	334.948879100	335.679891518	235.872	493.857	m	0.6302579
323	Spectrogram 1	1	338.402859840	340.056594072	236.917	503.802	m	0.4548765
325	Spectrogram 1	1	340.705440432	341.678285120	233.541	579.702	m	0.7327308
326	Spectrogram 1	1	343.694003360	344.712599200	168.006	469.162	m	0.73227125
328	Spectrogram 1	1	342.652312960	343.430736800	285.769	527.070	m	0.64657795
329	Spectrogram 1	1	340.028478210	340.652032112	231.882	506.143	m	0.6109741
331	Spectrogram 1	1	341.950945184	342.825519520	307.282	509.037	m	0.26222625
332	Spectrogram 1	1	348.639479520	349.767210880	273.564	520.941	m	0.7808567
333	Spectrogram 1	1	347.003487840	348.089473120	146.943	422.274	m	0.6946305
334	Spectrogram 1	1	344.892160028	346.290053920	259.735	525.799	m	0.5058098
335	Spectrogram 1	1	346.216527040	346.911483840	227.546	540.642	m	0.46479866
337	Spectrogram 1	1	350.240411168	351.017265120	216.313	509.283	m	0.6915621
338	Spectrogram 1	1	351.535426080	352.553657920	257.815	524.803	m	0.6341852
339	Spectrogram 1	1	350.740295712	351.639249280	170.727	444.029	m	0.6244045
340	Spectrogram 1	1	352.504719520	353.550875680	280.934	512.949	m	0.5967226
341	Spectrogram 1	1	354.239011680	355.003691200	181.442	495.486	m	0.5917523
342	Spectrogram 1	1	353.439505440	354.256689920	171.846	472.810	m	0.2846692
343	Spectrogram 1	1	355.092570069	356.203832480	239.803	525.892	m	0.7583595
344	Spectrogram 1	1	358.341447680	358.922838400	253.516	509.993	m	0.75346786
345	Spectrogram 1	1	359.425011680	360.004886720	266.712	502.169	m	0.7141548
346	Spectrogram 1	1	356.847077520	358.289155840	187.177	582.805	m	0.40951526
347	Spectrogram 1	1	357.567538560	358.353248480	171.708	485.140	m	0.37910563
348	Spectrogram 1	1	360.000000000	360.494635136	218.299	531.495	m	0.63500917
349	Spectrogram 1	1	364.006765120	364.917351040	172.208	420.973	m	0.57425094
350	Spectrogram 1	1	362.312066240	363.167058400	244.077	549.014	m	0.5702037
351	Spectrogram 1	1	360.490271488	361.210961440	185.307	484.294	m	0.5591471
352	Spectrogram 1	1	361.177798880	361.879562560	152.684	496.966	m	0.26962036
353	Spectrogram 1	1	367.067519520	367.928490240	165.095	472.167	m	0.7185792
355	Spectrogram 1	1	368.293478400	369.348057600	269.749	537.924	m	0.64773685
356	Spectrogram 1	1	369.295562080	370.260952671	188.444	495.277	m	0.5972597
357	Spectrogram 1	1	365.353719728	366.550021204	302.211	507.526	m	0.472138
358	Spectrogram 1	1	365.000000000	365.364419520	291.560	592.159	m	0.32766086
359	Spectrogram 1	1	368.804590400	369.351824640	157.318	314.683	w	0.2609793
360	Spectrogram 1	1	371.051919680	372.027159920	255.191	589.619	m	0.7260525
361	Spectrogram 1	1	370.278978576	370.944148000	210.915	538.786	m	0.6532842
362	Spectrogram 1	1	374.437154240	375.330817479	269.498	536.732	m	0.64201444
363	Spectrogram 1	1	373.662967360	374.387451200	193.339	527.965	m	0.6227975
364	Spectrogram 1	1	372.838240042	373.722671360	165.969	469.799	m	0.52007276
365	Spectrogram 1	1	374.400987840	374.852362720	150.143	299.322	w	0.2923924
368	Spectrogram 1	1	378.938299040	379.671820320	225.398	627.280	m	0.66551733
369	Spectrogram 1	1	377.481405280	378.271446400	189.523	498.989	m	0.6611204
370	Spectrogram 1	1	379.192062559	379.587661600	150.861	289.926	w	0.53288025
372	Spectrogram 1	1	375.926510992	377.002708960	251.067	588.195	m	0.2664171
373	Spectrogram 1	1	383.600328160	384.576035200	249.194	588.819	m	0.66477245
374	Spectrogram 1	1	380.308541632	381.377652224	172.446	477.162	m	0.54545444
375	Spectrogram 1	1	381.283755360	382.471799840	208.057	486.645	m	0.5317646
376	Spectrogram 1	1	384.482009600	385.004093760	181.836	523.129	m	0.49047634
377	Spectrogram 1	1	383.585546880	384.008587840	146.195	315.338	w	0.48449135
378	Spectrogram 1	1	382.198847680	382.632781280	152.920	297.438	w	0.4267653
379	Spectrogram 1	1	382.779558080	383.843568800	271.651	661.494	m	0.4154136
380	Spectrogram 1	1	380.000000000	380.250076656	171.643	355.832	w	0.39007914
381	Spectrogram 1	1	385.000263214	385.457752160	186.654	564.844	m	0.733933
382	Spectrogram 1	1	389.027606880	389.973266080	194.407	504.632	m	0.667591
