Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	category	confidence
78	Spectrogram 1	1	257.272520960	257.896508320	80.558	280.513	lt	0.545421
80	Spectrogram 1	1	261.333587163	261.922218016	57.268	317.848	lt	0.69529545
81	Spectrogram 1	1	261.083453600	261.520428480	72.159	374.329	lt	0.5365909
83	Spectrogram 1	1	268.944171680	269.659572320	75.727	365.974	lt	0.718723
84	Spectrogram 1	1	265.104840880	265.768485472	39.814	286.870	lt	0.7110748
85	Spectrogram 1	1	272.569005120	273.005726400	66.196	374.608	lt	0.6843683
86	Spectrogram 1	1	273.010370629	273.421001440	73.450	306.792	lt	0.64022607
87	Spectrogram 1	1	277.643075680	278.103064000	42.552	375.378	lt	0.7238535
88	Spectrogram 1	1	278.110988320	278.582413120	36.660	310.740	lt	0.4675084
90	Spectrogram 1	1	284.485431200	284.946917440	31.619	321.935	lt	0.7534224
91	Spectrogram 1	1	282.186079520	282.858791520	32.397	280.393	lt	0.6232958
92	Spectrogram 1	1	293.419541920	294.055991200	30.266	283.687	lt	0.65848786
94	Spectrogram 1	1	305.327174560	305.764369600	91.335	272.394	lt	0.6431085
95	Spectrogram 1	1	309.364145920	309.700401920	46.868	335.290	lt	0.55454165
96	Spectrogram 1	1	312.458257760	312.914601600	44.068	335.592	lt	0.74869627
98	Spectrogram 1	1	323.170437280	323.993499680	56.351	308.449	lt	0.59852767
99	Spectrogram 1	1	336.358800480	336.705993440	59.258	295.299	lt	0.62975323
100	Spectrogram 1	1	342.756662080	343.076863360	2.167	313.314	lt	0.592394
101	Spectrogram 1	1	348.311164960	348.685332960	45.711	318.953	lt	0.642913
102	Spectrogram 1	1	348.812809600	349.126060800	85.779	288.864	lt	0.36774158
107	Spectrogram 1	1	362.292134720	362.613726560	66.128	303.954	lt	0.45981795
108	Spectrogram 1	1	362.755522880	363.147058080	48.847	309.723	lt	0.34141952
109	Spectrogram 1	1	366.346238240	366.693798400	20.181	320.019	lt	0.8302493
110	Spectrogram 1	1	371.266054720	371.711978240	1.761	337.768	lt	0.80397433
111	Spectrogram 1	1	371.878118880	372.286258080	41.884	283.661	lt	0.4394358
112	Spectrogram 1	1	378.555522880	379.025648960	58.315	358.738	lt	0.7409377
113	Spectrogram 1	1	375.107520752	375.979396112	24.965	330.593	lt	0.69166464
114	Spectrogram 1	1	382.679580000	383.670483360	75.659	342.282	lt	0.62483627
115	Spectrogram 1	1	381.429933840	381.949528800	167.953	427.202	lt	0.4682948
116	Spectrogram 1	1	389.702328000	390.008000000	16.514	336.748	lt	0.71304595
118	Spectrogram 1	1	390.019036682	390.683631840	43.064	293.568	lt	0.5962426
119	Spectrogram 1	1	399.546138720	399.913826240	15.088	325.566	lt	0.4663792
120	Spectrogram 1	1	409.042956960	409.472202080	47.179	283.539	lt	0.6346217
121	Spectrogram 1	1	408.643232480	408.912164960	13.104	291.753	lt	0.51099914
123	Spectrogram 1	1	412.658107840	413.481276320	74.396	318.365	lt	0.73872507
124	Spectrogram 1	1	412.049122080	412.569376960	128.817	398.686	lt	0.3402653
125	Spectrogram 1	1	416.153782240	416.575728480	0.769	318.014	lt	0.81600237
126	Spectrogram 1	1	420.033728576	420.770295776	38.065	322.260	lt	0.7558129
127	Spectrogram 1	1	424.702272480	425.111280969	0.156	303.477	lt	0.65462005
128	Spectrogram 1	1	428.143544640	428.640015360	52.114	327.857	lt	0.79028416
129	Spectrogram 1	1	425.191200050	425.625858032	57.700	296.450	lt	0.76201856
130	Spectrogram 1	1	432.785459680	433.727222880	47.568	297.118	lt	0.71296287
132	Spectrogram 1	1	437.657685600	438.495086880	78.411	314.013	lt	0.5366157
134	Spectrogram 1	1	454.252032000	454.650944320	40.875	344.009	lt	0.79003483
135	Spectrogram 1	1	459.096066400	459.561039040	13.954	347.468	lt	0.7906956
136	Spectrogram 1	1	463.331330080	463.838612320	41.808	334.551	lt	0.7144896
139	Spectrogram 1	1	468.508168480	468.795316800	55.672	268.173	lt	0.54347616
140	Spectrogram 1	1	469.128351274	469.789162080	91.856	316.159	lt	0.43844378
142	Spectrogram 1	1	476.471591840	476.781679200	0.212	299.261	lt	0.6756175
143	Spectrogram 1	1	482.279895680	482.661205760	24.642	327.400	lt	0.71254367
144	Spectrogram 1	1	490.063796555	490.426802672	38.073	283.193	lt	0.6270821
145	Spectrogram 1	1	495.311650208	495.576667424	55.823	278.070	lt	0.70093304
147	Spectrogram 1	1	532.644285090	533.320742240	107.154	377.049	lt	0.40622625
148	Spectrogram 1	1	544.261384000	544.449827200	136.577	476.195	m	0.40983135
149	Spectrogram 1	1	545.743160896	546.417121280	12.259	342.841	lt	0.45590445
150	Spectrogram 1	1	553.761321280	553.997592800	19.680	286.170	lt	0.44535005
151	Spectrogram 1	1	561.563785120	562.400278080	80.553	579.195	lt	0.81356007
152	Spectrogram 1	1	560.471968640	560.809036960	50.262	330.979	lt	0.5352403
153	Spectrogram 1	1	561.051341658	561.361397120	85.441	266.979	lt	0.27742365
154	Spectrogram 1	1	567.950315360	568.282450240	53.534	343.788	lt	0.62872714
155	Spectrogram 1	1	576.009724368	576.326769040	74.941	289.718	lt	0.46837363
156	Spectrogram 1	1	584.168581600	584.584981920	26.354	323.746	lt	0.688
157	Spectrogram 1	1	587.367537120	587.997352480	58.586	314.986	lt	0.622447
158	Spectrogram 1	1	585.339730080	585.847941536	72.325	258.898	lt	0.5002918
159	Spectrogram 1	1	592.658352480	593.122380320	81.905	333.638	lt	0.59987277
160	Spectrogram 1	1	590.005415466	590.547203040	78.032	322.274	lt	0.5500341
161	Spectrogram 1	1	596.322134240	596.721247040	57.651	288.119	lt	0.49951267
163	Spectrogram 1	1	596.950311280	597.203635040	74.603	352.533	lt	0.2819116
164	Spectrogram 1	1	601.492854080	601.871279200	78.748	292.242	lt	0.61406726
165	Spectrogram 1	1	601.024225120	601.275817920	34.023	322.446	lt	0.4818581
166	Spectrogram 1	1	608.784712000	609.136409120	51.978	303.533	lt	0.42487407
168	Spectrogram 1	1	609.250558400	609.986743200	77.118	335.031	lt	0.2934713
169	Spectrogram 1	1	617.951814400	618.396322240	75.343	294.219	lt	0.6277734
170	Spectrogram 1	1	620.916013920	621.495997760	46.462	292.543	lt	0.5894616
171	Spectrogram 1	1	626.127602400	626.626337520	72.260	285.948	lt	0.6087944
172	Spectrogram 1	1	625.724075440	625.979941168	6.892	336.156	lt	0.42894763
173	Spectrogram 1	1	630.000000000	630.412952080	98.361	279.094	lt	0.6903548
174	Spectrogram 1	1	638.358252160	638.775957760	70.013	289.930	lt	0.672807
175	Spectrogram 1	1	635.270629392	635.673633056	76.707	297.857	lt	0.5999723
176	Spectrogram 1	1	643.691472160	644.310416480	19.311	265.201	lt	0.6622681
177	Spectrogram 1	1	640.147236560	640.469140992	21.718	287.222	lt	0.6217504
178	Spectrogram 1	1	644.473357440	645.821574301	26.290	747.046	lt	0.5973887
179	Spectrogram 1	1	640.516945305	640.806753056	71.408	279.912	lt	0.3165504
181	Spectrogram 1	1	647.428591840	648.012776000	65.482	278.036	lt	0.6759309
182	Spectrogram 1	1	650.188848944	650.885197440	72.370	294.320	lt	0.70673513
183	Spectrogram 1	1	656.457223200	656.910057600	55.732	315.649	lt	0.7649894
184	Spectrogram 1	1	659.557776800	660.164264860	35.946	332.873	lt	0.7147455
185	Spectrogram 1	1	660.185152768	660.680482672	51.419	676.414	lt	0.9181676
186	Spectrogram 1	1	660.934039248	661.668087200	82.711	342.660	lt	0.51406825
187	Spectrogram 1	1	668.494534240	668.959436480	47.290	255.898	lt	0.39735344
188	Spectrogram 1	1	667.431018720	667.785620320	0.000	248.963	lt	0.29805744
189	Spectrogram 1	1	673.630526560	675.008000000	29.045	728.337	lt	0.8508982
190	Spectrogram 1	1	673.125388160	673.565189920	30.743	329.614	lt	0.72575647
192	Spectrogram 1	1	680.022188477	681.053829344	79.089	356.955	lt	0.70234275
193	Spectrogram 1	1	689.559313600	690.008000000	86.651	279.225	lt	0.6639284
194	Spectrogram 1	1	686.612951904	687.013944640	58.056	382.060	lt	0.5963257
195	Spectrogram 1	1	687.032879121	687.390106880	49.381	313.562	lt	0.52383214
196	Spectrogram 1	1	692.527520480	693.001952160	93.677	277.163	lt	0.7408404
197	Spectrogram 1	1	694.527041600	694.957278880	58.548	290.248	lt	0.7153484
198	Spectrogram 1	1	699.367602772	699.763805600	37.735	297.424	lt	0.7040803
199	Spectrogram 1	1	695.002097107	695.549293328	79.625	266.867	lt	0.6951473
200	Spectrogram 1	1	699.054983360	699.487646400	66.984	350.186	lt	0.31089357
201	Spectrogram 1	1	701.613948000	702.207644960	83.171	306.122	lt	0.64435935
202	Spectrogram 1	1	705.506893440	706.064936320	28.222	280.866	lt	0.71949375
203	Spectrogram 1	1	708.868136480	709.450156320	45.007	264.448	lt	0.6654405
204	Spectrogram 1	1	711.393581760	711.891339840	71.995	281.473	lt	0.594734
205	Spectrogram 1	1	716.222348880	716.762895040	46.970	269.965	lt	0.64138114
206	Spectrogram 1	1	719.671727520	720.143779346	93.677	288.056	lt	0.6309872
207	Spectrogram 1	1	722.731159590	723.191849600	114.754	290.400	lt	0.5321165
208	Spectrogram 1	1	722.286118400	722.746521280	42.282	304.277	lt	0.48425287
209	Spectrogram 1	1	725.593299072	726.113193760	37.140	253.927	lt	0.61475545
210	Spectrogram 1	1	729.809443200	730.202201424	88.993	266.979	lt	0.5102292
211	Spectrogram 1	1	726.186267607	726.611707680	62.069	299.275	lt	0.39105207
212	Spectrogram 1	1	732.649763680	733.337199200	52.883	303.701	lt	0.7070086
213	Spectrogram 1	1	739.279413120	739.724358400	78.280	268.636	lt	0.63024545
214	Spectrogram 1	1	736.605023200	736.996925536	33.014	917.626	lt	0.45023802
216	Spectrogram 1	1	744.301876000	744.779025600	83.883	396.709	lt	0.6938576
217	Spectrogram 1	1	743.417011200	744.153616640	50.749	325.734	lt	0.62342477
218	Spectrogram 1	1	759.688884320	760.001772000	0.741	306.682	lt	0.57414085
219	Spectrogram 1	1	756.739865760	757.087772960	80.466	296.297	lt	0.546931
220	Spectrogram 1	1	764.413322720	764.812208480	49.180	305.868	lt	0.7674153
221	Spectrogram 1	1	760.070594784	760.605786240	73.928	324.886	lt	0.6775053
222	Spectrogram 1	1	769.414345280	769.778149920	54.862	361.370	lt	0.51177764
223	Spectrogram 1	1	765.000000000	765.305619360	56.206	267.561	lt	0.44322333
224	Spectrogram 1	1	769.875604396	770.305046272	91.335	299.157	lt	0.28701872
225	Spectrogram 1	1	775.449358640	775.850836064	15.500	340.140	lt	0.67394197
226	Spectrogram 1	1	775.888123002	776.319413760	35.401	288.352	lt	0.6010051
227	Spectrogram 1	1	787.231118720	787.543389120	19.725	343.637	lt	0.33477545
228	Spectrogram 1	1	795.505472902	795.949321536	89.390	306.792	lt	0.34765792
229	Spectrogram 1	1	800.230113520	800.956589968	65.237	491.333	lt	0.7872495
230	Spectrogram 1	1	802.267232892	802.669981440	98.010	285.714	lt	0.39108354
231	Spectrogram 1	1	814.330291200	814.781998080	80.151	288.393	lt	0.5529872
232	Spectrogram 1	1	823.157557600	823.739124480	89.262	316.782	lt	0.5027101
233	Spectrogram 1	1	820.445500608	820.991931152	83.120	284.607	lt	0.4425233
234	Spectrogram 1	1	827.771669440	828.524356480	70.711	296.641	lt	0.5127145
236	Spectrogram 1	1	839.403892160	839.942526880	77.631	311.583	lt	0.6623462
237	Spectrogram 1	1	850.374747504	850.617620064	72.184	291.511	lt	0.40222606
238	Spectrogram 1	1	850.841083042	851.241693760	108.776	361.857	lt	0.3838927
239	Spectrogram 1	1	856.416044960	856.762813920	84.450	280.144	lt	0.36923313
240	Spectrogram 1	1	860.991315424	861.571783680	68.226	275.936	lt	0.3667578
241	Spectrogram 1	1	883.873424320	884.251679820	104.814	633.093	lt	0.7236006
242	Spectrogram 1	1	884.611315684	884.911012238	22.297	288.108	lt	0.3761705
243	Spectrogram 1	1	892.414892160	893.094780800	62.910	417.293	lt	0.72987175
244	Spectrogram 1	1	890.364024416	891.017592400	65.854	404.133	lt	0.596154
245	Spectrogram 1	1	898.172534240	898.759903360	77.843	270.216	lt	0.47980696
246	Spectrogram 1	1	904.470118400	905.166322552	51.345	302.095	lt	0.6245758
247	Spectrogram 1	1	909.350157280	909.681909120	60.960	282.803	lt	0.49382243
248	Spectrogram 1	1	912.455488320	913.126044800	67.931	299.217	lt	0.65704304
249	Spectrogram 1	1	911.104433840	911.347326400	58.147	285.875	lt	0.5995946
251	Spectrogram 1	1	915.473324336	916.047461664	72.765	285.963	lt	0.6165743
254	Spectrogram 1	1	936.575458560	936.826360480	63.220	303.171	lt	0.5210099
255	Spectrogram 1	1	965.748379360	966.277080080	105.002	365.400	lt	0.46620333
256	Spectrogram 1	1	977.882356800	978.189172640	91.063	564.226	lt	0.85701084
257	Spectrogram 1	1	980.000000000	980.122568144	145.108	759.036	m	0.26247448
258	Spectrogram 1	1	990.996295680	991.291730720	58.314	294.724	lt	0.601172
259	Spectrogram 1	1	994.326445280	994.583714880	175.673	821.101	m	0.42705274
260	Spectrogram 1	1	1000.977404048	1001.501178464	189.774	750.786	m	0.86292833
261	Spectrogram 1	1	1007.060502880	1007.550653280	190.154	649.180	m	0.8209754
262	Spectrogram 1	1	1011.574473024	1011.962779680	150.062	522.171	m	0.7673953
263	Spectrogram 1	1	1017.307367680	1017.769992640	173.877	510.708	m	0.691171
264	Spectrogram 1	1	1024.398296800	1024.683595680	169.043	577.667	m	0.5685134
265	Spectrogram 1	1	1029.287826240	1029.609417707	178.055	514.010	m	0.5679111
266	Spectrogram 1	1	1036.515314240	1036.858294720	174.674	471.636	lt	0.29726642
267	Spectrogram 1	1	1040.347151973	1040.649556880	231.850	433.255	m	0.32562828
268	Spectrogram 1	1	1045.032408092	1045.575632000	183.808	501.171	m	0.55167496
269	Spectrogram 1	1	1059.073805120	1059.600831520	262.026	520.543	m	0.658482
270	Spectrogram 1	1	1065.354500736	1065.851136000	209.806	462.050	m	0.5721243
274	Spectrogram 1	1	1088.596538560	1089.150769481	67.916	722.621	lt	0.34939182
275	Spectrogram 1	1	1119.217152320	1119.717130880	66.777	399.480	lt	0.59378624
276	Spectrogram 1	1	1116.430084480	1117.001408160	75.808	415.387	lt	0.53784084
277	Spectrogram 1	1	1124.696840320	1125.008000000	1.875	290.173	lt	0.71057534
278	Spectrogram 1	1	1128.260847680	1128.656893600	14.614	308.697	lt	0.7532299
279	Spectrogram 1	1	1139.391974400	1139.663179680	60.442	287.929	lt	0.6959971
280	Spectrogram 1	1	1142.007491200	1142.472614720	88.999	608.899	w	0.5654028
281	Spectrogram 1	1	1143.751363840	1144.092829600	60.528	266.326	lt	0.47463876
282	Spectrogram 1	1	1146.861546400	1147.228268480	13.497	286.068	lt	0.63880515
283	Spectrogram 1	1	1159.966524850	1160.266221404	44.496	317.236	lt	0.43084365
284	Spectrogram 1	1	1179.785069280	1180.008000000	23.538	344.262	lt	0.6862738
285	Spectrogram 1	1	1183.004919360	1184.034896960	56.817	737.147	lt	0.9476111
286	Spectrogram 1	1	1190.260285040	1190.552598240	59.834	309.217	lt	0.5089481
287	Spectrogram 1	1	1197.772671079	1198.142296828	51.871	305.240	lt	0.42170575
288	Spectrogram 1	1	1197.487174560	1197.769919680	52.608	288.719	lt	0.3701748
289	Spectrogram 1	1	1202.314083520	1202.623624480	67.185	379.691	lt	0.5290479
290	Spectrogram 1	1	1208.199260480	1208.548931840	69.889	711.944	lt	0.8841949
292	Spectrogram 1	1	1211.301184576	1212.138266560	0.000	154.419	lt	0.38756037
293	Spectrogram 1	1	1220.727612320	1221.069893760	73.032	338.515	lt	0.7151304
294	Spectrogram 1	1	1226.296070320	1226.708200000	40.742	332.320	lt	0.7969529
296	Spectrogram 1	1	1229.924542333	1230.290088080	12.772	346.945	lt	0.5978423
297	Spectrogram 1	1	1235.593564320	1235.980871456	62.113	363.017	lt	0.5537341
298	Spectrogram 1	1	1235.997000250	1236.315059456	83.284	345.797	lt	0.39050114
300	Spectrogram 1	1	1239.903045330	1240.305781040	61.005	316.159	lt	0.5810571
301	Spectrogram 1	1	1240.732390992	1241.254299200	81.597	282.897	lt	0.429345
302	Spectrogram 1	1	1245.737372960	1246.272289120	65.875	352.212	lt	0.5473563
303	Spectrogram 1	1	1249.239516800	1249.928315200	68.633	277.596	lt	0.53037286
304	Spectrogram 1	1	1251.401443840	1251.808203921	177.880	665.158	m	0.7233599
305	Spectrogram 1	1	1252.118097600	1252.547408160	52.062	357.351	lt	0.5653925
306	Spectrogram 1	1	1252.644565440	1253.102580000	77.011	303.041	lt	0.49780372
308	Spectrogram 1	1	1255.582763040	1256.005596672	73.662	371.559	lt	0.69072497
309	Spectrogram 1	1	1260.376186880	1260.816787104	38.325	341.827	lt	0.7872637
310	Spectrogram 1	1	1268.382252000	1268.661880000	48.500	302.375	lt	0.5151919
311	Spectrogram 1	1	1268.792708960	1269.172234400	81.770	333.622	lt	0.43907312
312	Spectrogram 1	1	1279.283217600	1279.625857268	87.784	295.082	lt	0.3177337
313	Spectrogram 1	1	1282.871230400	1283.130096640	78.494	291.982	lt	0.5479791
314	Spectrogram 1	1	1279.855624625	1280.398406928	114.853	711.647	w	0.43980876
315	Spectrogram 1	1	1285.703125760	1286.075133760	46.141	335.154	lt	0.8135722
316	Spectrogram 1	1	1297.431931200	1297.713188000	63.874	353.474	lt	0.56970304
317	Spectrogram 1	1	1295.312374512	1296.176312438	88.378	770.452	lt	0.54784894
318	Spectrogram 1	1	1303.756385760	1304.095013600	36.594	339.503	lt	0.7952749
320	Spectrogram 1	1	1306.846229920	1307.229000000	54.221	361.895	lt	0.7131073
321	Spectrogram 1	1	1309.672706080	1309.796186560	13.947	685.438	lt	0.3958574
323	Spectrogram 1	1	1313.975492480	1314.492517600	108.259	412.590	lt	0.3693445
324	Spectrogram 1	1	1312.417832480	1312.995591360	28.621	336.225	lt	0.36545625
325	Spectrogram 1	1	1318.801698720	1318.914158720	0.435	845.433	lt	0.28483936
326	Spectrogram 1	1	1324.787073280	1325.042903721	3.398	326.378	lt	0.54220957
327	Spectrogram 1	1	1322.254320800	1322.735590400	95.672	368.662	lt	0.45836812
328	Spectrogram 1	1	1328.769578080	1329.461553600	109.765	438.702	lt	0.3616768
330	Spectrogram 1	1	1333.637960960	1334.015566400	18.115	322.487	lt	0.7456615
331	Spectrogram 1	1	1337.399674880	1337.767590880	13.923	300.740	lt	0.611086
332	Spectrogram 1	1	1341.577564160	1342.084010080	63.152	726.074	lt	0.8438495
333	Spectrogram 1	1	1340.260102912	1340.727052000	43.362	322.314	lt	0.7487262
334	Spectrogram 1	1	1342.992586400	1343.349226080	20.697	303.493	lt	0.7159274
335	Spectrogram 1	1	1343.381548327	1343.741610400	52.991	326.576	lt	0.5957806
336	Spectrogram 1	1	1346.870663360	1347.251174560	57.369	330.620	lt	0.79868597
339	Spectrogram 1	1	1353.539709440	1354.051816960	46.245	336.944	lt	0.75844437
340	Spectrogram 1	1	1349.863591533	1350.336945008	30.592	341.349	lt	0.6107129
341	Spectrogram 1	1	1359.234049600	1359.736829120	69.000	351.154	lt	0.8151308
342	Spectrogram 1	1	1362.251657600	1362.757887200	31.345	326.094	lt	0.6684938
343	Spectrogram 1	1	1365.148944768	1365.749218400	47.425	333.447	lt	0.76892155
344	Spectrogram 1	1	1369.669357018	1370.008000000	133.489	323.030	lt	0.532852
345	Spectrogram 1	1	1371.823550784	1372.298296000	39.627	330.771	lt	0.7935366
346	Spectrogram 1	1	1378.595198240	1379.085466720	38.052	344.350	lt	0.8040509
347	Spectrogram 1	1	1375.485575440	1375.957099840	49.136	343.283	lt	0.7708902
348	Spectrogram 1	1	1376.319074240	1376.863791520	113.008	406.399	lt	0.29992515
349	Spectrogram 1	1	1381.224273680	1381.800981200	64.947	352.308	lt	0.7512055
350	Spectrogram 1	1	1384.711177600	1385.232205794	70.258	347.965	lt	0.72796524
351	Spectrogram 1	1	1388.821792000	1389.387539200	57.234	379.162	lt	0.7926417
353	Spectrogram 1	1	1392.678606880	1393.277812000	37.369	354.095	lt	0.80624676
354	Spectrogram 1	1	1391.150996096	1391.753166016	109.745	380.413	lt	0.48679397
355	Spectrogram 1	1	1398.884961440	1399.515428160	64.365	343.116	lt	0.7387508
356	Spectrogram 1	1	1396.664626720	1397.310914720	83.574	276.726	lt	0.45575067
357	Spectrogram 1	1	1397.954972800	1398.551991520	84.413	273.903	lt	0.3694264
358	Spectrogram 1	1	1403.415303200	1403.993322240	64.203	282.186	lt	0.6805086
359	Spectrogram 1	1	1400.923965024	1401.423684800	68.348	291.748	lt	0.61029357
360	Spectrogram 1	1	1400.000000000	1400.592405760	101.148	362.144	lt	0.6029035
361	Spectrogram 1	1	1403.066285120	1403.201456480	107.567	775.152	w	0.3597646
362	Spectrogram 1	1	1406.488092800	1407.082945280	70.600	264.534	lt	0.39888087
363	Spectrogram 1	1	1407.145837038	1407.530010560	102.478	302.108	lt	0.3806915
364	Spectrogram 1	1	1410.271351168	1410.843138304	72.369	293.340	lt	0.6444358
365	Spectrogram 1	1	1413.591777760	1414.407091284	63.704	354.042	lt	0.5925543
366	Spectrogram 1	1	1416.453994400	1416.968643360	84.390	320.567	lt	0.64888024
367	Spectrogram 1	1	1418.395379360	1419.035695840	90.162	302.776	lt	0.31895542
368	Spectrogram 1	1	1423.418107840	1424.014599200	76.153	365.122	lt	0.7404234
369	Spectrogram 1	1	1420.324496832	1421.211092320	66.198	346.452	lt	0.6762388
370	Spectrogram 1	1	1427.129839840	1427.985572320	77.400	331.637	lt	0.6925498
371	Spectrogram 1	1	1425.024987243	1425.705204592	86.080	330.003	lt	0.37792936
372	Spectrogram 1	1	1430.488021853	1430.853788080	79.945	337.899	lt	0.6234866
373	Spectrogram 1	1	1430.000000000	1430.459804080	53.860	350.019	lt	0.5513336
375	Spectrogram 1	1	1431.526245360	1432.089102720	121.278	427.214	lt	0.36431032
