Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	category
80	Spectrogram 1	1	164.072827515	164.818698504	34.642	676.674	lt
81	Spectrogram 1	1	166.119636275	167.047638552	23.095	535.797	lt
82	Spectrogram 1	1	168.183790872	169.163830659	27.714	644.342	lt
83	Spectrogram 1	1	170.482114267	171.366751951	32.333	542.725	lt
84	Spectrogram 1	1	172.283591934	172.968752493	25.404	678.984	lt
85	Spectrogram 1	1	174.156942324	175.015561253	39.261	471.132	lt
86	Spectrogram 1	1	175.215038378	176.195078166	23.095	667.436	lt
87	Spectrogram 1	1	178.033736882	178.796953708	30.023	653.580	lt
88	Spectrogram 1	1	179.837703925	180.566229076	32.333	494.226	lt
89	Spectrogram 1	1	180.563739701	181.474396141	25.404	535.797	lt
90	Spectrogram 1	1	182.627894297	183.313054857	20.785	655.889	lt
91	Spectrogram 1	1	184.839488508	185.559340742	41.570	475.751	lt
92	Spectrogram 1	1	185.741472029	186.530707611	25.404	653.580	lt
93	Spectrogram 1	1	188.091832936	189.132583153	25.404	584.296	lt
94	Spectrogram 1	1	189.980039788	190.812639961	34.642	665.127	lt
95	Spectrogram 1	1	191.983483955	192.859448721	30.023	521.940	lt
96	Spectrogram 1	1	193.336459237	194.195078166	30.023	639.723	lt
97	Spectrogram 1	1	196.441364050	197.343347572	27.714	685.912	lt
98	Spectrogram 1	1	197.933106028	198.774379120	23.095	503.464	lt
99	Spectrogram 1	1	199.136152320	200.168229618	27.714	547.344	lt
100	Spectrogram 1	1	201.087558977	201.911486232	30.023	618.938	lt
101	Spectrogram 1	1	203.368536535	204.192463790	32.333	482.679	lt
102	Spectrogram 1	1	204.469997181	205.276578599	23.095	632.794	lt
103	Spectrogram 1	1	206.430076756	207.349406114	27.714	584.296	lt
104	Spectrogram 1	1	208.613162836	209.515146357	18.476	646.651	lt
105	Spectrogram 1	1	210.339073612	211.215038378	25.404	464.203	lt
106	Spectrogram 1	1	211.648684302	212.481284475	18.476	648.961	lt
107	Spectrogram 1	1	213.426632589	214.502074480	23.095	535.797	lt
108	Spectrogram 1	1	215.525478859	216.410116544	34.642	642.032	lt
109	Spectrogram 1	1	218.124865026	219.052867303	32.333	556.582	lt
110	Spectrogram 1	1	219.920159150	220.752759324	18.476	662.818	lt
111	Spectrogram 1	1	221.594032415	222.530707611	34.642	524.249	lt
112	Spectrogram 1	1	222.929661860	223.788280789	20.785	676.674	lt
113	Spectrogram 1	1	226.335629445	227.263631722	39.261	561.201	lt
114	Spectrogram 1	1	228.026848547	228.833429965	39.261	475.751	lt
115	Spectrogram 1	1	228.798738291	229.613992628	30.023	669.746	lt
116	Spectrogram 1	1	231.452651344	232.397999458	30.023	519.630	lt
117	Spectrogram 1	1	233.022449588	233.716283066	39.261	616.628	lt
118	Spectrogram 1	1	235.326956526	236.202921292	27.714	672.055	lt
119	Spectrogram 1	1	237.547223656	238.275748807	34.642	468.822	lt
120	Spectrogram 1	1	238.570628036	239.411901127	32.333	651.270	lt
121	Spectrogram 1	1	240.868951431	241.814299545	30.023	547.344	lt
122	Spectrogram 1	1	242.707610147	243.592247832	25.404	651.270	lt
123	Spectrogram 1	1	243.910656440	244.760602450	30.023	501.155	lt
124	Spectrogram 1	1	245.437090091	246.425802797	39.261	672.055	lt
125	Spectrogram 1	1	248.160386492	249.105734605	34.642	653.580	lt
126	Spectrogram 1	1	250.181176496	251.065814180	32.333	471.132	lt
127	Spectrogram 1	1	251.516805941	252.540210321	27.714	651.270	lt
128	Spectrogram 1	1	254.454435928	255.382438205	27.714	692.841	lt
129	Spectrogram 1	1	256.761432242	257.732799111	25.404	625.866	lt
130	Spectrogram 1	1	258.864686795	259.731978643	25.404	639.723	lt
131	Spectrogram 1	1	260.599270490	261.024243495	25.404	321.016	lt
132	Spectrogram 1	1	261.481418799	262.340037728	27.714	478.060	lt
133	Spectrogram 1	1	262.435439831	263.389460863	27.714	625.866	lt
134	Spectrogram 1	1	264.421538161	265.375559193	25.404	577.367	lt
135	Spectrogram 1	1	266.242851041	267.040759540	23.095	468.822	lt
136	Spectrogram 1	1	267.240236665	267.968761817	20.785	669.746	lt
137	Spectrogram 1	1	269.235007914	270.110972680	30.023	644.342	lt
138	Spectrogram 1	1	271.279327298	272.068562879	23.095	639.723	lt
139	Spectrogram 1	1	274.019969536	274.670438422	20.785	628.176	lt
140	Spectrogram 1	1	275.451001084	275.771899068	83.141	422.633	lt
141	Spectrogram 1	1	276.908051388	277.627903621	36.952	503.464	lt
142	Spectrogram 1	1	278.130932892	278.937514310	27.714	678.984	lt
143	Spectrogram 1	1	281.987892238	283.054661210	23.095	535.797	lt
144	Spectrogram 1	1	286.359043148	286.983493278	36.952	630.485	lt
145	Spectrogram 1	1	288.475235256	289.056320794	30.023	572.748	lt
146	Spectrogram 1	1	291.681725716	292.202100824	20.785	662.818	lt
147	Spectrogram 1	1	294.422367953	295.159566023	25.404	524.249	lt
148	Spectrogram 1	1	296.339082936	297.128318517	23.095	489.607	lt
149	Spectrogram 1	1	298.140560603	299.068562879	27.714	702.079	lt
150	Spectrogram 1	1	300.612342368	301.713803014	25.404	709.007	lt
151	Spectrogram 1	1	303.448386709	304.333024393	25.404	549.654	lt
152	Spectrogram 1	1	305.070222463	305.755383023	34.642	464.203	lt
153	Spectrogram 1	1	306.223720620	306.830824913	23.095	651.270	lt
