Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	category
54	Spectrogram 1	1	66.386571054	66.646308067	186.544	379.205	w
55	Spectrogram 1	1	70.552353147	71.811078671	67.278	281.346	lt
57	Spectrogram 1	1	66.836115884	68.434497502	240.704	1200.948	m
58	Spectrogram 1	1	72.839150350	73.678300699	48.930	474.006	lt
59	Spectrogram 1	1	73.838138861	74.547420704	85.627	373.089	lt
60	Spectrogram 1	1	76.075873127	76.245701174	128.440	397.554	w
61	Spectrogram 1	1	76.905033591	77.894032218	70.336	388.379	lt
62	Spectrogram 1	1	80.371523726	81.530350400	70.336	382.263	lt
63	Spectrogram 1	1	81.639352647	82.098887363	67.278	256.881	lt
64	Spectrogram 1	1	82.528452423	83.517451049	88.685	370.031	lt
65	Spectrogram 1	1	86.114821179	86.354578422	140.673	443.425	w
66	Spectrogram 1	1	85.045903472	86.114821179	55.046	397.554	lt
67	Spectrogram 1	1	87.453465784	88.642262113	58.104	403.670	lt
68	Spectrogram 1	1	90.719271728	91.738240010	51.988	449.541	lt
69	Spectrogram 1	1	93.336621628	94.525417957	73.394	192.661	lt
70	Spectrogram 1	1	94.255691059	94.515428072	149.847	495.413	w
71	Spectrogram 1	1	97.342565559	98.221675450	70.336	354.740	lt
72	Spectrogram 1	1	98.161736139	98.371523726	94.801	498.471	w
73	Spectrogram 1	1	99.349645979	100.488492882	97.859	403.670	lt
74	Spectrogram 1	1	102.736217033	103.795144855	67.278	422.018	lt
75	Spectrogram 1	1	104.684244630	105.583334291	76.453	422.018	lt
76	Spectrogram 1	1	109.828148976	110.897066683	79.511	330.275	lt
77	Spectrogram 1	1	111.476480020	112.455488761	82.569	379.205	lt
78	Spectrogram 1	1	115.072838661	116.471422577	55.046	373.089	lt
79	Spectrogram 1	1	119.047926449	120.296662088	82.569	379.205	lt
80	Spectrogram 1	1	124.472434066	124.762140734	116.208	425.076	w
81	Spectrogram 1	1	122.943981643	124.302606019	79.511	388.379	lt
82	Spectrogram 1	1	126.949039086	127.248735639	177.370	914.373	m
83	Spectrogram 1	1	126.409585290	127.708270355	64.220	299.694	lt
84	Spectrogram 1	1	131.864062562	132.153769231	128.440	470.948	w
85	Spectrogram 1	1	130.895043706	131.834092907	91.743	388.379	lt
86	Spectrogram 1	1	134.731159590	135.840036838	51.988	314.985	lt
87	Spectrogram 1	1	138.596358641	139.435508991	67.278	275.229	lt
88	Spectrogram 1	1	140.114821179	140.953971528	58.104	293.578	lt
89	Spectrogram 1	1	143.970916833	144.870006494	58.104	299.694	lt
90	Spectrogram 1	1	145.358624376	145.508472652	137.615	431.193	w
91	Spectrogram 1	1	146.337633117	147.516439560	58.104	400.612	lt
92	Spectrogram 1	1	149.374558192	150.393526474	76.453	403.670	lt
93	Spectrogram 1	1	151.782120504	152.861028097	58.104	458.716	lt
94	Spectrogram 1	1	154.368614261	155.197774725	70.336	302.752	lt
95	Spectrogram 1	1	158.614315435	159.473445554	70.336	394.495	lt
96	Spectrogram 1	1	160.682221653	161.621270854	70.336	376.147	lt
97	Spectrogram 1	1	167.554376124	167.854072677	159.021	403.670	w
98	Spectrogram 1	1	165.556399101	166.825114510	76.453	385.321	lt
99	Spectrogram 1	1	168.563354520	169.522383492	64.220	360.856	lt
100	Spectrogram 1	1	171.469524600	173.117855644	64.220	269.113	lt
101	Spectrogram 1	1	173.567400475	174.046914960	61.162	266.055	lt
102	Spectrogram 1	1	175.045903472	175.915023477	51.988	376.147	lt
103	Spectrogram 1	1	176.764163711	177.992919580	70.336	305.810	lt
104	Spectrogram 1	1	180.020866259	180.290593157	186.544	412.844	w
105	Spectrogram 1	1	180.639352647	181.738240010	55.046	406.728	lt
106	Spectrogram 1	1	185.274659341	185.644285090	308.869	507.645	w
107	Spectrogram 1	1	183.975974276	184.775165085	51.988	379.205	lt
108	Spectrogram 1	1	184.745195430	185.684244630	64.220	250.765	lt
109	Spectrogram 1	1	185.674254745	186.373546703	70.336	275.229	lt
110	Spectrogram 1	1	188.071827173	189.120765110	36.697	434.251	lt
111	Spectrogram 1	1	190.078907592	190.938037712	85.627	415.902	lt
112	Spectrogram 1	1	190.997977023	191.147825300	214.067	703.364	m
113	Spectrogram 1	1	193.075873127	193.825114510	64.220	376.147	lt
114	Spectrogram 1	1	194.394537962	195.563354520	58.104	281.346	lt
115	Spectrogram 1	1	197.621270854	197.881007867	131.498	486.239	w
116	Spectrogram 1	1	198.539453796	199.378604146	97.859	391.437	lt
117	Spectrogram 1	1	199.928047827	200.347623002	146.789	415.902	w
118	Spectrogram 1	1	201.686267607	202.165782093	146.789	443.425	lt
119	Spectrogram 1	1	202.425519106	202.994942557	162.080	461.774	w
120	Spectrogram 1	1	202.275670829	203.794133367	61.162	287.462	lt
121	Spectrogram 1	1	205.792110390	207.230653846	58.104	275.229	lt
122	Spectrogram 1	1	208.398583916	208.728250125	55.046	911.315	lt
123	Spectrogram 1	1	207.619372877	208.678300699	64.220	293.578	lt
124	Spectrogram 1	1	210.256702547	210.456500250	131.498	440.367	w
125	Spectrogram 1	1	210.975974276	212.144790834	73.394	376.147	lt
126	Spectrogram 1	1	215.021877747	216.840036838	73.394	645.260	lt
127	Spectrogram 1	1	217.898078172	218.167805070	146.789	492.355	w
128	Spectrogram 1	1	218.447521853	219.526429446	64.220	400.612	lt
129	Spectrogram 1	1	222.343577048	223.032879121	73.394	397.554	lt
130	Spectrogram 1	1	224.471422577	225.730148102	64.220	388.379	lt
131	Spectrogram 1	1	226.218765984	227.087885989	82.569	397.554	lt
132	Spectrogram 1	1	229.595347153	230.953971528	61.162	272.171	lt
133	Spectrogram 1	1	234.139858392	235.238745754	73.394	391.437	lt
134	Spectrogram 1	1	238.005943931	238.825114510	73.394	318.043	lt
135	Spectrogram 1	1	239.464467158	240.583334291	55.046	382.263	lt
136	Spectrogram 1	1	241.971928322	242.781109016	73.394	391.437	lt
137	Spectrogram 1	1	244.508472652	245.547420704	70.336	366.972	lt
138	Spectrogram 1	1	247.535407842	248.574355894	61.162	351.682	lt
139	Spectrogram 1	1	250.042869006	251.341554071	67.278	412.844	lt
140	Spectrogram 1	1	252.349645979	253.278705295	55.046	385.321	lt
141	Spectrogram 1	1	255.646308067	256.595347153	70.336	397.554	lt
142	Spectrogram 1	1	256.725215659	257.574355894	76.453	293.578	lt
143	Spectrogram 1	1	258.143779346	259.032879121	58.104	382.263	lt
144	Spectrogram 1	1	260.401493382	260.681210165	165.138	431.193	w
145	Spectrogram 1	1	261.629362762	262.858118631	67.278	379.205	lt
146	Spectrogram 1	1	266.284649226	267.393526474	70.336	376.147	lt
147	Spectrogram 1	1	270.988998626	272.167805070	79.511	400.612	lt
148	Spectrogram 1	1	272.607360015	273.496459790	73.394	373.089	lt
149	Spectrogram 1	1	273.386571054	273.676277722	143.731	397.554	w
150	Spectrogram 1	1	276.723192682	277.762140734	39.755	363.914	lt
151	Spectrogram 1	1	278.311584416	279.330552697	67.278	409.786	lt
152	Spectrogram 1	1	279.669322303	280.168816558	76.453	305.810	lt
153	Spectrogram 1	1	281.557410589	282.456500250	67.278	391.437	lt
154	Spectrogram 1	1	284.614315435	284.983941184	58.104	330.275	lt
155	Spectrogram 1	1	286.612292458	287.601291084	76.453	379.205	lt
156	Spectrogram 1	1	288.799190809	289.898078172	58.104	406.728	lt
157	Spectrogram 1	1	290.397572428	290.657309441	58.104	388.379	lt
158	Spectrogram 1	1	290.707258866	292.625316808	48.930	691.131	lt
159	Spectrogram 1	1	294.333587163	295.432474525	70.336	385.321	lt
160	Spectrogram 1	1	299.487481394	300.856095654	79.511	385.321	lt
161	Spectrogram 1	1	301.015933816	302.264669456	76.453	418.960	lt
162	Spectrogram 1	1	304.482423951	305.721169705	61.162	443.425	lt
163	Spectrogram 1	1	306.699291958	307.598381618	103.976	376.147	lt
164	Spectrogram 1	1	310.255691059	311.444487388	97.859	406.728	lt
165	Spectrogram 1	1	315.129868506	316.198786214	64.220	415.902	lt
166	Spectrogram 1	1	316.478502997	317.547420704	61.162	394.495	lt
167	Spectrogram 1	1	319.185761863	319.445498876	45.872	470.948	lt
168	Spectrogram 1	1	320.784143482	321.843071304	73.394	382.263	lt
169	Spectrogram 1	1	321.952960040	322.991908092	91.743	434.251	lt
170	Spectrogram 1	1	324.679312188	324.919069431	24.465	495.413	lt
171	Spectrogram 1	1	326.277693806	327.546409216	82.569	382.263	lt
172	Spectrogram 1	1	331.272636364	332.361533841	70.336	330.275	lt
173	Spectrogram 1	1	333.899089660	335.047926449	79.511	321.101	lt
174	Spectrogram 1	1	337.315630370	338.244689685	70.336	397.554	lt
175	Spectrogram 1	1	341.101796828	342.090795455	82.569	366.972	lt
176	Spectrogram 1	1	344.577390360	345.566388986	48.930	409.786	lt
177	Spectrogram 1	1	347.814113137	348.653263487	82.569	366.972	lt
178	Spectrogram 1	1	348.733182567	350.351543956	51.988	370.031	lt
179	Spectrogram 1	1	350.221675450	350.930957293	61.162	366.972	lt
180	Spectrogram 1	1	353.337633117	354.156803696	76.453	388.379	lt
181	Spectrogram 1	1	355.974962787	356.694234515	48.930	397.554	lt
182	Spectrogram 1	1	358.142767857	358.882019356	76.453	406.728	lt
